Input,Product,Quantity,Tags
2017-2018 4th Grade Supply List
Language Arts,Language,1,
• 1 1 inch binder for Language Arts (this size so fits in desk and classroom storage),inch binder,1,
"• Red plastic folder with holes to go in 3 ring binder, not with prongs"
"• Purple plastic folder with holes to go in 3 ring binder, not with prongs"
• 1 purple notebook with holes to go in binder,notebook,1,purple
• 4 packs of post -it notes,pack post notes,4,packs
• 2 packages of lined index cards,lined index cards,2,packages
"• A pack or multi -colored highlighters (pink, yellow, blue, green, orange)",multi colored highlighters,Multiple,pack
• 1 pack of at least 5 multi -colored pens for annotating
Social Studies
• % inch binder for Social Studies (this size so fits in desk and classroom storage),inch binder,1,
"• Yellow plastic folder with holes to go in 3 ring binder, not with prongs"
Math
• 1 BLUE math folder,folder,1,BLUE
• Blue Mead composition or graph notebook,Mead composition graph notebook,1,Blue
• 4 packs of loose leaf graph paper,pack loose leaf graph paper,4,packs
• Protractor,Protractor,1,
Science
• 1 Green folder,folder,1,Green
• 1 Green Mead notebook,Mead notebook,1,Green
General
• 24 wood pencils,wood pencils,24,
• 24 mechanical pencils (keep at least 1 at home to replenish as you run out),mechanical pencils,24,
• Clorox wipes,Clorox wipes,Multiple,
• Antibacterial hand wipes,Antibacterial hand wipes,Multiple,
• 2 rolls of paper towels,paper towels,2,rolls
• 4 boxes of kleenex
• Scissors,Scissors,Multiple,
• STURDY cloth pencil case,STURDY cloth pencil case,1,
• Colored pencils,Colored pencils,Multiple,
• Handheld pencil sharpener with cover to catch shavings,Handheld pencil sharpener,1,
• 2 glue sticks,glue sticks,2,
• 2 large erasers,large erasers,2,
• 1 ream of copy paper,copy paper,1,ream
• 2 packages of WIDE RULED notebook paper,WIDE RULED notebook paper,2,packages
• 2 black sharpies,sharpies,2,black
• 1 package of EXPO dry erase markers,EXPO dry erase markers,1,package
