Input,Product,Quantity,Tags
Cordello Elementary School
Grade 5 Supply List for 2017-18
• 1 2inch binder,binder,1,
• 1 pkg. of 6 subject dividers,subject dividers,1,pkg.
• 50 No. 2 Ticonderoga pencils (sharpened),Ticonderoga pencils,50,
(no mechanical pencils please),mechanical pencils please,Multiple,
• Pencil sharpener that includes a 1 !� p m to catch the shavings
"• Black fine tip dry erase rr. .. t‹',ers 0 Brand)",fine tip dry erase Brand,1,Black
• 1 box of 48 assorted cra' s .,assorted,1,box
pencils or markers,pencils markers,Multiple,
• 2 glue sticks,glue sticks,2,
"• 5 black and wk. omposition , oteibor:ks"
"• Folders wi r-, ; : lockets (red,",Folders lockets,Multiple,
"yellow, blue, green)",yellow blue green,1,
• 2 pkgs. of 3x5 k• ` notes,notes,2,3x5
• 2 pkgs. of 3x5 ruled index cards,ruled index cards,2,3x5
• Scissors,Scissors,Multiple,
• Tissues,Tissues,Multiple,
• Ear buds 1:!‘ .-i. hones,Ear buds hones,Multiple,
• Ruler,Ruler,1,
• Dictionary/Thesaurus,Dictionary Thesaurus,1,
Your child's teacher may ask rc items in the fall.
