Input,Product,Quantity,Tags
�'\risto�
"3"" Grade Supply List"
• 3 Boxes of #2 pencils,pencils,3,Boxes
• Large White erasers,Large erasers,Multiple,White
• 4 Marble notebooks,Marble notebooks,4,
• 1 Large box of crayons,Large crayons,1,box
• 1 Glue Stick,Glue Stick,1,
• 1 Package of dry erase,dry erase,1,Package
markers,markers,Multiple,
• 2 Rolls of paper towels,paper towels,2,Rolls
• 1 Large box of tissues,Large tissues,1,box
• 1 Bottle of hand sanitizer,hand sanitizer,1,Bottle
• 1 Bottle of liquid soap,liquid soap,1,Bottle
• 1 Box of Ziploc bags (one -,Ziploc bags,1,Box
gallon),gallon,1,
• 2 Packages of white copy,copy,2,"Packages,white"
paper,paper,1,
• 1 Container of
Lysol/Clorox wipes,Lysol Clorox wipes,Multiple,
