Input,Product,Quantity,Tags
"(c,jarrotc schoo/s.nycgov), or bring the supplies when scnoOI ;"
"full name and class number.,",full name and class number,1,
P/ease LABEL your supplies with your child's eek A st
Brina on the First bay of School —If You Cannot D urin a t o Red for
",."
"6 < colored 4 labeled lac�c-kPt folders --a Green folder for Math, Yellow for science and STEM,"
"Blue for Social Studies, Purple for Writing, and Orange for Evidence."
"5 marble notebooks: Reading, Social Studies, Science, Homework, Math",marble notebooks Reading Social Studies Science Homework,5,
3 packs of sharpened yellow pencils,pack sharpened pencils,3,"packs,yellow"
1 large pencil eraser,large pencil eraser,1,
1 soft pouch pencil case,soft pouch pencil case,1,
1 box of thick markers,thick markers,1,box
1 box of thin markers,thin markers,1,box
1 box of 24 crayons,crayons,1,box
1 box colored pencils,colored pencils,1,box
2 red pens,pens,2,red
2 black pens,pens,2,black
2 green pens,pens,2,green
1 medium point black Sharpie,medium point Sharpie,1,black
2 fine point black Sharpies,fine point Sharpies,2,black
2 ultra -fine point black Sharpies,ultra fine point Sharpies,2,black
1 ruler with centimeters and inches,ruler,1,
1 package of Post -Its,Post Its,1,package
1 roll of tape on a dispenser,tape dispenser,1,roll
1 pair safety scissors,safety scissors,1,pair
3 glue sticks,glue sticks,3,
1 tube of Elmer's glue,tube Elmer glue,1,
1 box of gallon size Ziploc bags,size Ziploc bags,1,"box,gallon"
1 package Mr. Sketch markers,Sketch markers,1,package
1 hard plastic supply box for art supplies (ex. Sterilite Clear View Latch - measurements 14 1 L x 7,hard plastic,1,box
"4 7/8"" H) - if not art box can be carried over from 1st grade"
Bring on the Second Dav of School —If You Cannot Drop Off During Last Week of August
2 boxes of tissues,tissues,2,boxes
2 rolls of paper towels Mt -bags),paper towels bags,2,rolls
".. L... L., . • :. P riff c",riff,1,
I�V V
nn t 12--x-13 Ili IITI-Guly
-L
1 p uyG 1 r
3 reams (packages) of white computer paper —(BOYS BRING 1 AND 6. BRING 2),reams packages computer paper,3,white
cnrip n1 11LG1 J
a wonde I 1 Pus 13 2—r71kLJ ISKlTv-Gu rsday i rdst,Pus,1,
_
1 battle-o#-1ig,battle,1,
Have ul summer! And we Iook forward to seeing you on Th
v 1 1 Lit.1 1%111 I./LTG,Lit 111,1,
rJ Mme',Mme,1,
+1J+✓—
", ws, .67 toms",toms,Multiple,
"wa•ra •,a"
"9-J, ..-"
• • J+✓
