Input,Product,Quantity,Tags
••••o T -Mobile LTE 1:08 PM,Mobile,1,
stbrigidca-brooklyn.org
1 O 43%I
Snvely.
Mr Dr
1of2 r rag,rag,1of2,
&qpy List
Panda 1 Box,Panda,1,Box
MreW Parted S:._�...: 1,Parted,1,
Block or B. . Pens 1 Box,Block Pens,1,Box
Pert Case 1,Pert Case,1,
Susan 1 Pr,Susan,1,
Lowe bat 3 Packages,Lowe bat,3,Packages
Scotch Tape 2 Rolls nth C..._ _..,Scotch Tape nth,1,Rolls
Glue Seas 2,Glue Seas,2,
Mee Copy Paps 1 Packags,Copy Paps,Multiple,
Copy Pape (Any Cob Beatles WNW) 1 Package,Copy,1,Package
"USB Finnan,* 1"
• .e..y 1 Package
Paper Towel Rods 2,Paper Towel Rods,2,
Tissues 2 Boxes,Tissues,2,Boxes
St Bnod Cat hoc Academy Planner 1,Cat hoc Academy Planner,1,St
Boa at new 16 or 24 Crayons 1 Bo
Box c E Marken 1 Box
Nerd Serener 1 Bonn,Nerd Serener Bonn,1,
Serener Wipes,Serener Wipes,Multiple,
1' Bede,Bede,1,
Beds Owens,Beds Owens,Multiple,
Red Folder,Folder,1,Red
ELA Supply Lnt
3 Boxes
1 Package
2
Made Notebook 3,Made Notebook,3,
Pocket D.cbonery,Pocket,1,
Pose Tlnaauna 1,Pose,1,
"Pens ( Another color benders bhp, end beck) 1 box",Pens,1,box
Sour Shoes Supply Lot,Sour Shoes Lot,Multiple,
Made Notebook,Made Notebook,1,
Relhyon Supply Lel
Made Notebook,Made Notebook,1,
CaMhcc One 1• --/ The New Atnencan Bode)
Rosary,Rosary,1,
