Input,Product,Quantity,Tags
7c�ade Suo Li
"6 marble notebooks (Spanish, Library, lab notebook, math journal,",marble notebooks,6,
"readers notebook, writers notebook)"
5 subject dividers,subject dividers,5,
"1 2"" binder",binder,1,"2"""
"5 folders (1 for handouts, 1 for each core subject)",folders,5,
5 packets of college ruled loose leaf (reinforced if possible),packets college ruled loose leaf,5,
1 box of reinforcements,reinforcements,1,box
2 boxes of pencils,pencils,2,boxes
black/blue pens,black blue pens,Multiple,
1 pencil sharper,pencil sharper,1,
1 soft pencil case of any kind,soft pencil case any kind,1,
1 highlighter,highlighter,1,
1 box of colored pencils,colored pencils,1,box
1 scissor,scissor,1,
1 ruler,ruler,1,
1 pack of graph paper,graph paper,1,pack
1 pack of 3x5 index cards,index cards,1,"3x5,pack"
1 daily planner (Can be purchased at PS 83),daily planner,1,
1 reamiof white computer paper,computer paper,1,white
2 boxes of tissues,tissues,2,boxes
2 rolls of paper towels,paper towels,2,rolls
containers of Lysol Wipes,Lysol Wipes,Multiple,containers
1 bottle of hand sanitlzer,hand,1,bottle
NYC public library card,NYC public library card,1,
1 flash drive,flash drive,1,
1 inexpensive pair of headphones,inexpensive headphones,1,pair
Art Supplies:
"• Ski,+W;",Ski,1,
**More notebooks will need to be purchased throughout the course of the
"year as students run out of pages. PIP, plan accordingly,",year run out pages PIP plan accordingly,Multiple,
