Input,Product,Quantity,Tags
••ono Sprint 00:43,Sprint,43,
Iasalle.sb.school
O * 84% IMF*,IMF,1,
1of2
2017-2018
"7"" Grade Supply List"
2 sheds,sheds,2,
-1 iimm 3im111.178 oz.,78 ounce,1,
-1 Lanyard for Student ID,Lanyard,1,
8kefed Supplies - Keep In pencil bag for use In multiple classes.,Keep pencil bag,8kefed,
-1-2 glue bottles or 5+ glue slicks,glue glue slicks,1,bottles
-I package pencils w/masers,masers,Multiple,package
-I package black/blue peon,black blue peon,1,package
-1 package red pens,pens,1,"package,red"
-1 complete set of colored pencils,complete colored pencils,1,set
Language Arts,Language,1,
-Two college -ruled notebooks books (either composition or spiral),college ruled notebooks books,Two,
-Binder/Folder,Binder Folder,1,
-Research folder (shared with Social Studies),Research folder,1,
-College-ruled filler paper,College ruled filler paper,1,
-One large eraser,large eraser,One,
-One pan of scissors,pan scissors,One,
-Multiple colored pans (Will be used frequently with grammar,Multiple colored pans,Multiple,
"activities, however they don't have to be fancy! Blue, black, and red will work!)"
-Post-it Notes,Post Notes,Multiple,
11Ltk
-Spiral notebook,Spiral notebook,1,
-3-ring birder (1/2),ring birder,3,
-Loose-leaf paper,Loose leaf paper,1,
Graph paper,Graph paper,Multiple,
-Scientific calculator (should not spend more than 520),Scientific calculator,1,
Social Studies
"-I Binder I"": 3 Ring: Clear Ovedeyw/Podcets"
-I Composition Notebook: College Ruled: 8xI0: 100 Sheet,Composition Notebook College Ruled 100 Sheet,1,
-3 Highlighters: Pocket Style. chisel (Different Colon),Highlighters Pocket Style chisel,3,
-5 Index Tab Dividers,Index Tab Dividers,5,
-I pk Loose Leaf Paper: College Baled: 150 sheets
Science
-I notebook (any kind),notebook,1,
-I folder,folder,1,
Note: All students arc required to oche
the fort week of gym class. 6 It mode
of a gym locker.,gym locker,1,
Health
-1 Folder: Poly W/ Twigs,Folder Twigs,1,
Spanish IA
-1 Composition notebooks (100 sheet =200 pages),Composition notebooks,1,
-I Pocket folder with prongs,Pocket folder,1,
-I package loose-leaf paper (Colege-ruled),loose leaf paper,1,package
-I Dry erase marker,Dry erase marker,1,
-Spanish-English Dictionary (keep for continued use m Spanish I ll),Spanish English Dictionary,1,
*Preference University of Chicago or Barren's,Preference University Chicago Barren,1,
-1 pad Post -it Notes,pad Post Notes,1,
-I pk (100) Index Cards: 3x5 Ruled
SNS 7
-3 ring binder with 5 dividers,ring binder,3,
-2 packages of loose-leaf paper,loose leaf paper,2,packages
-Spanish-English Dictionary (Keep for continued use ern SNS 8),Spanish English Dictionary,1,
*Preference University of Chicago or Bar ao.,Preference University Chicago Bar,1,
Tech Lab,Tech Lab,1,
-512 MB (minimum) Bash drive,Bash drive,512,
-I Subject Notebook,Subject Notebook,1,
Art
-I large Eros,large Eros,Multiple,
-Paper,Paper,1,
Bend,Bend,1,
-EsaMiel Elements 2000 Book 2 - 7 and S grade bend,Elements 2000 Book and bend,Multiple,
-Wire music amnd (for home podia),Wire music,1,
-5 new reeds (reed instrument players),new reeds,5,
-Valve/Slide Oil (brass players),Valve Slide Oil,Multiple,
Cleaning swabs/supplies (for fomumeot)
College and Careen,College and Careen,1,
-I Notebook,Notebook,1,
-I Folder,Folder,1,
vee PE uniform for LaSalle Academy. The PE uniform is 015.00 a the ceder farms will be distributed during
ndems mid may weer purchased LaSalle gym AS1.00 feewill elan be charged for the =MI
Home Ream,Home,1,Ream
-3 boxes Kleenex,Kleenex,3,boxes
-I Unscented Hand Seoitixe : 8 or.,Unscented Hand,1,
-1 Lanyard for Student ID,Lanyard,1,
Bane supplies .._____red fee meet dame,Bane meet dame,1,
-packages pencils w/e aana. dozen count,packages,Multiple,dozen
-12 blue pens,pens,12,blue
-12 black pens,pens,12,black
4 red pens,pens,4,red
-12 peck of colored pencils,peck colored pencils,12,
"-4packs louse leefpaper, college ruled (150 sheets)",louse college ruled,4packs,
"-3 glue sticks, .24 on",glue sticks,3,
"-1 scissors, 5"" blunt rip",scissors blunt rip,1,"5"""
Language Arts,Language,1,
"-I Binder I"": 3 Ring Clear Overby w/Packets"
"-1 Index Tab Dividers, set of",Index Tab Dividers,1,set
"-1 peek index eer8, 305 oiled,1110 count",peek index 305 oiled 0,1,
-Post -it Notes,Post Notes,Multiple,
Algebra
"-2 pack quad paper,* squares per boll (100 Neer)",quad paper squares per boll,2,pack
"-1 ruler, wooden co1fio",ruler wooden,1,
4 Scientific calealoer,Scientific,4,
Honors Algebra,Honors,Multiple,
"-2 peck quad paper, 4 squares per inch (1006M.)",peck quad paper squares per inch,2,
"-I ever, wooden cmfin"
-1 Scientific calculator,Scientific calculator,1,
-Spiral notebook,Spiral notebook,1,
Geometry
"-2 pack quad paper, 4 squares per inch (100 Neer)",quad paper squares per inch,2,pack
"-I niter, wooden cmfin"
-1 Scientific calculates,Scientific calculates,1,
Binder,Binder,1,
Compeer,Compeer,1,
-I Spaat atn8o
-1
k
-2 e S (one far
Science
-1 fo de800k
-1 folder,folder,1,
2017-2018
8' Grade Supply List
r i
Spanish or MB
-3 ring binder with 5 dividers,ring binder,3,
"-I Index Tab Dividers, set of",Index Tab Dividers,Multiple,set
-1 packages of loose-leaf paper,loose leaf paper,1,packages
Spanish -English Dictionary,Spanish English Dictionary,1,
'Pirf enec University of Chicago mbarmnb,University Chicago,1,
-12 Pencils,Pencils,12,
-1 Blue pen,pen,1,Blue
-I Red pen
-I Dry Erne Marker,Dry Marker,1,
"-1 pack index cards, 3x5 ruled, 100 count",index cards ruled 00,1,"3x5,pack"
Health
"-1 Folder, ploy with Tangs",Folder ploy,1,
-1 Spiral notebook,Spiral notebook,1,
College/Careen,College Careen,1,
-I Spiel notebook,Spiel notebook,1,
-1 Folder,Folder,1,
Art
-1 Imge eraser,eraser,1,
Teen Lab,Teen Lab,1,
-512 MB (minimum) flash drive,flash drive,512,
-I spiral notebook,spiral notebook,1,
Bad
"Essential Elements 2000 Book 2 -7 and 8'"" grade bud",Essential Elements 2000 Book and bud,Multiple,
-Wire music stand(for beam practice),Wire music stand,1,
-5 new reeds (reed instrument players),new reeds,5,
-Valve/Slide Oil (brass players),Valve Slide Oil,Multiple,
Cloning swabs/supplies (for inmomant)
Nets: A:l students are required to madam a PBloot for LaBelle
"Academy. The PE uniform is $15,00 andlhe order( will be"
dl.0180nd during the first week of gym clam. 6 a gab moderns may
wear a previously purchased LaSalle amanita= A 51.00 re will Lao
be Noged for the oral of gym locker.
1
