Input,Product,Quantity,Tags
'Welcome to �k
Fish Grade School Supplies,Fish,1,
Nt. :7 marble (composition) notebooks (not spiral) i,marble composition notebooks,Multiple,
"L � two- pocket folders (1 red, 1 orange, 1 yellow, 1 green, 1 blue, 1 F",two pocket folders,Multiple,
)ose leaf paper (5 packets),leaf paper,1,
mall glue sticks (3 each),mall glue sticks,Multiple,
�f I e or black pens (2 packs),pens,Multiple,black
1# pencils (1 box of 72 — NO mechanical pencils) SHARPENED Al,pencils SHARPENED,1,box
"r yons (2 boxes of 48) and colored pencils (2 packs) 'V4, tip washable m kern (2 packs) V",and colored pencils tip washable,Multiple,boxes
all scissors (1)
rsonal penci case for crayons/colored pencils and scissors,case,1,
bst-it sticky notes (6 pads),sticky notes,Multiple,
allon size Zip oc gags,size Zip gags,1,
Nr poxes of tissues (3),poxes tissues,Multiple,
�ismfectant wipes i;2),wipes,2,
a�h.nc sanitizer i;i arc
c& . Dy ?a per i'1 ream)
package o1= Expo )ry Erase Markers,Erase Markers,Multiple,package
ly
-- wou c )e great v a ) )reciatec in t
�e 10 ow�na items
inc ex carc s i':. pack),inc pack,1,
co orec aer 1:1 Dac ()
arao'l oanPr r 1 nackl
