Input,Product,Quantity,Tags
� lie SWUM,lie SWUM,1,
A� /113113
Ibe
school Pleas! he aware t
tINLeS when you may need to replenish suj
your child. With tbts in mind you rnmY iv
extra items while they are on sate. Th*fl1
1 2 inch Thrcc ring binder,inch ring binder,1,
1 =vas pencil bag with thr .punch holes,pencil bag,1,
t pkg color pcncils ct,package color,1,"pkg,ct"
1 pkg Large pink erasers,package Large erasers,1,"pkg,pink"
plastic folders with brads & pockets,plastic folders,Multiple,
4 compositionr now ks •,now,4,
3 pkgs. wide ruled notebook paper•*,wide ruled notebook paper,3,
3 pkgs. Wooden penciLs',Wooden,3,
1 pkg. dry erase markers (biackr,dry erase markers,1,pkg.
2 pkg. of glue nicks•',glue nicks,2,pkg.
1 pkg quart zip lock bags••,package quart zip lock bags,1,pkg
1 pkg. of sheet protectOvs (50)•',sheet,1,pkg.
Suppiy Fee 515
