Input,Product,Quantity,Tags
••••o T -Mobile LTE 9:36 PM,Mobile,1,
hewlett-woodmere.net,net,1,
34% C A.*
GRADE SUPPLY LIST
2017-18
• One pencil case that contains:,pencil case that contains,One,
"o Pens (black, blue and red)",Pens,Multiple,blue
o Pencils with erasers,Pencils,Multiple,
o Colored pencils,Colored pencils,Multiple,
o White correction fluid/tape,correction fluid tape,1,White
o 5 highlighters (5 different colors),highlighters,Multiple,
o Glue sticks (4 packs),Glue sticks,Multiple,
o Scissors,Scissors,Multiple,
• Two - 2.5 inch binders (7B only),inch binders,Two,
• 5 boxes of tissues for student's period 1 teacher,tissues,5,boxes
• Dividers for each binder,Dividers,Multiple,
• Plenty of loose-leaf paper,Plenty loose leaf paper,1,
• Ruler,Ruler,1,
• Scientific calculator (Suggestion: TI-30XS Multiview),Scientific calculator,1,
• 3 x 3 Post -its (we will use at least 10 packs over the entire year),Post its,3,"3 x 3,packs"
"• 1,000 3x5 index cards",index cards,1,3x5
• 2 Single subject college ruled spiral notebooks for ELA,Single subject college ruled spiral notebooks,2,
"• Two, two Pocket Folders with metal prongs for secure paper storage (for",two Pocket Folders,Two,
ELA)
• Optional Spanish/French/Mandarin Chinese — English Dictionary depend',Optional Spanish French Mandarin Chinese English Dictionary depend,1,
on course selection,course selection,1,
• Large Zip -Lock Bags (to house novels),Large Zip Lock Bags,Multiple,
• 3 marble composition notebooks with graph paper instead of lined sheet,marble composition notebooks,3,
for Math (7C only)
