Input,Product,Quantity,Tags
(inderqarten
• 1 Box of Crayola Standard Era ns (12 count,Crayola Standard Era,1,Box
• 3 Large Glue Sticks (1.4),Large Glue Sticks,3,
"• 2 Dozen #2 Medium Soft Pencils4r,",Medium Soft,2,Dozen
"• 1 Pair of Student 5"" Blunt Tip Fiskars Scissors foi;",Blunt Tip Scissors,1,"5"",Pair"
• 1 pack Crayola Thin Li e Washable Markers �,Crayola Thin Washable Markers,1,pack
• 1 yellow highlighter,highlighter,1,yellow
"• 1 hard plastic rectangular pencil case (approx. 8"" x 4"")",hard plastic rectangular pencil case,1,"8"""
• 2 pink erasers (Pink Pearl type),erasers,2,pink
• 1 one inch 3 -ring binder..i,one inch ring binder,1,
"• 1 box tissues \,,,/'",tissues,1,box
