Input,Product,Quantity,Tags
•••oo AT&T LTE
1:51 AM @ 4 55%I h
ms.harpercreek.net,net,1,
3 X 5 cards,cards,3,
7 Grade
Ruler,Ruler,1,
5 notebooks,notebooks,5,
2 two pocket folders,two pocket folders,2,
1 GB flash drive (or larger),flash drive,1,
2: 1 1 inch binder (1 inch is to,inch binder,2,
Pencils and pencil cap erasers,Pencils and pencil cap erasers,Multiple,
Colored pencils,Colored pencils,Multiple,
Highlighters,Highlighters,Multiple,
3 to 4 packs of filler paper,pack filler paper,3,packs
Small pencil pouch for 3 ring b,Small pencil pouch,1,
Pens,Pens,Multiple,
