Input,Product,Quantity,Tags
Floyd Central High Schoc
Freshman Academy,Freshman Academy,1,
"Math, Science, Social Studies,",Science Social Studies,Multiple,
Freshman Academy Supply List:,Freshman Academy,1,
1 pack of earbuds/headphones (back-up pair is suggested but not required),earbuds headphones,1,"pack,pair"
"1 3 -ring -binder (size, color -personal preference)",ring binder,1,
2 packs of loose leaf paper (college -ruled suggested),pack loose leaf paper,2,packs
2 packs of pens or pencils,pack pens pencils,2,packs
1 pack of tabs (student will need 7 tab dividers),tabs,1,pack
1 pack of colored pencils,colored pencils,1,pack
1 pack of graph paper,graph paper,1,pack
"Optional:1 pack of notecards (size -personal preference), 1 pack highlighters",Optional highlighters,Multiple,"pack,pack"
