Input,Product,Quantity,Tags
•s•iUaa •Jup iiy LIS►l
_ pool supply list provided above is a general school supplies list. The
rtes requested by your child's school. Supplylist.com is not affiliated w
440
Quantity,Quantity,1,
1 Scientific Calculator,Scientific Calculator,1,
-ter... : nttp: 4
1 Pocket Dictionary,Pocket Dictionary,1,
"1 Stapler, Box of Staples, and Stapler Remover",Stapler Staples and Stapler Remover,1,Box
3 Three Ring Binder with Subject Dividers,Three Ring Binder,3,
5 Composition Notebooks,Composition Notebooks,5,
1 Box of Pens (Blue or Black),Pens,1,Box
1 Box of Red Pens,Pens,1,"Box,Red"
1 Ruler with Centimeters and Inches Displayed,Ruler,1,
1 Package of Loose Leaf Paper,Loose Leaf Paper,1,Package
5 Fo
c ers with Pockets
1 Post -it Notes,Post Notes,1,
1 Scotch Tape,Scotch Tape,1,
Package of Graph Paper,Graph Paper,Multiple,Package
1 Box of Pencils,Pencils,1,Box
"'""""""',;,,tvii"
