Input,Product,Quantity,Tags
3rd Grade Supply List
5 marble notebooks,marble notebooks,5,
6 heavy duty folders,heavy duty folders,6,
48 sharpened pencils,sharpened pencils,48,
24 pack of crayons (no more than 24),crayons,24,pack
2 packages of dry erase markers (with eraser),dry erase markers,2,packages
2 boxes of tissues,tissues,2,boxes
1 roll of paper towels,paper towels,1,roll
Baby wipes,Baby wipes,Multiple,
1 box of gallon ziplock baggies,ziplock baggies,1,"box,gallon"
post its,post its,1,
pair of scissors,scissors,Multiple,pair
glue stick,glue stick,1,
pencil sharpener,pencil sharpener,1,
Please keep in mind that some of the above supplies need to be
"replaced periodically, so you may want to purchase a sufficient"
