Input,Product,Quantity,Tags
LOUISV LLE MID DL E SCHOOL,MID,1,
"1300 S. CHAPEL ST, LOUISVILLE, OHIO 44641",CHAPEL LOUISVILLE OHIO 44641,1300,
8TH GRADE SUP ) _Y L ST
2017-21)13
1- GRAPH RULED Composition notebook,GRAPH RULED Composition notebook,1,
..2-4aa io 4 per
•012---Billerewerrieteelvir ems,ems,012,
2- Red pens,pens,2,Red
1- Pack of 8 Tab Dividers,Tab Dividers,1,Pack
1- Protractor,Protractor,1,
1- Ruler (centimeters and inches),Ruler,1,
4- Dry -erase Markers,Dry erase Markers,4,
2- Packs of Index Cards,Index Cards,2,Packs
4- Highlighters,Highlighters,4,
1- Box of Colored Pencils,Colored Pencils,1,Box
2- Boxes of Kleenex,Kleenex,2,Boxes
*Graphing Calculator for Algebra students recommended
"AlriTC. All +twifkr r,LLc n -ii i t be covered with a paper cover."
