Input,Product,Quantity,Tags
"...• •• , • VII .. .. .. ..E• •., a„ •%f %e. 14.0 44 .a of .x./ J.1.1 /1JJ f",VII,1,
Work Personal t Apple in Yahoo! Google Maps 0 YouTube
137 2017
2018
5111 Grade
"Binder (3_rin ,, 2 ,', preferably with zipper) 1",Binder,1,
"Pocket folders (w /brads, vinyl preferred, 1 ea yellow, red, green, blue) 4",Pocket folders,4,ea
"Pencils (#2 lead, pre -sharpened) 48",Pencils,48,
"Colored pencils (12 count, presharpened) 2",Colored pencils,2,
"Scissors (7"", pointed) ......,.... 1",Scissors,1,"7"""
Pencilbag •........• ................. 1
Computer paper (500 sheets colored paper) ...........■......•.MM 111.....r ......... ..... •! 1,Computer paper,1,
"Subject dividers (with pockets, 5 count)  .............•..■.■.■..,......■.■1 pkg.",Subject dividers,Multiple,pkg.
Notebook paper (wide rule) M1.M44Fiii.ii.....•..•!..•....i.41s1Y1M■f}•}M..►ii..M.f•..MYi.4.EMf.if1 pkg.,Notebook paper,1,pkg.
Highlighter (yellow) 4,Highlighter,4,
"Markers (washable, 8 1 ox",Markers,Multiple,
"'ab,le, count)•.•...■...r...•e•.•.•r«•.....■e*.a..a.re....•.a...sr..s..rt...■M►tt.•e•s..sr.1 box"
Eraser (big pink ... .2,Eraser,1,pink
Composition notebook ...,Composition notebook,1,
"Pencil sharpener (small, with receptacle)............. ...... . ..... . ..... . ..... .......... ....... .1",Pencil sharpener,1,
"Glue sticks (Elmer'., jumbo) 6",Glue sticks,6,
Drawing paper (9» 1 pkg.
"Glue (Elrner's, J oz .......a...••........•.•..•...•...•• ...............••........... 1 bottle",Glue,1,bottle
8
