Input,Product,Quantity,Tags
DESCRIPTION QUANTITY,DESCRIPTION QUANTITY,1,
STANDARD LETTER CLIPBOARD 1 ✓,STANDARD LETTER CLIPBOARD,1,
CRAYOLA CRAYONS 24CT 1 ./,CRAYOLA CRAYONS,Multiple,
ASST HEAVY DUTY PLASTIC POCKET ONLY FOLDER 7 ✓,ASST HEAVY DUTY PLASTIC POCKET ONLY FOLDER,7,
ELMER'S 0 77 02 (22 GRAM) GLUE STICK 2 ✓,ELMER GLUE STICK,2,
CRAYOLA WASH FINE TIP CLASSIC MARKERS 8CT •. +/,CRAYOLA WASH FINE TIP CLASSIC MARKERS,1,
WIDE RULE BLACK MARBLE COMP BOOK IOOC' 2 ✓,WIDE RULE MARBLE COMP BOOK,2,BLACK
CRAYOLA WASHABLE WATERCOLORS B CT 1 ✓,CRAYOLA WASHABLE WATERCOLORS,1,CT
NO2 DIXON TICONDEROGA PRE SHARPENED PENCIL 74 ✓,DIXON TICONDEROGA SHARPENED PENCIL,74,
CRAYOLA COLORED PRESHARPENED PENCILS 12CT •,CRAYOLA COLORED PENCILS,12CT,
FISKARS 5' SHARP SCISSORS •,SHARP SCISSORS,Multiple,
STERILITE RULER SCHOOL BOX 13X6 25X2 5 (BULK; •,RULER,5,BOX
PINK BEVEL ERASER (LATEX FREE: 1 �,BEVEL ERASER,1,PINK
1' ASST HARDBACK VINYL BINDER,ASST HARDBACK VINYL BINDER,1,
355 RULED WHITE INDEX CARDS 100CT,RULED INDEX CARDS,355,WHITE
ELMER'S 402 SCHOOL GLUE ✓
4 PACK FINE TIP DRY ERASE VMITE BOARD MARKER 1 1,FINE TIP DRY ERASE BOARD MARKER,4,PACK
