Input,Product,Quantity,Tags
' FA Y V WIP
r sV pP
U
-
NEEDED,NEEDED,1,
to ?ourt aGrae!
Wecofl1e This is going to be a wonderful l�
school year and your children will be busy
lies our child will need for foul
Below is a list of suggested supp Y,Below suggested supp,1,
❑ 1 backpack (No wheels),backpack,1,
❑ i box of pencils and 1 large eraser (no mechanical pencils)*,pencils and large eraser,Multiple,box
❑ 3 glue sticks*,glue sticks,3,
❑ x box of crayons,crayons,Multiple,box
❑ 5 packs of Post -It notes — standard size*,pack Post notes standard size,5,packs
❑ 6 marble composition books,marble composition books,6,
❑ 5 pocket folders,pocket folders,5,
❑ 1 package of wide ruled paper*,wide ruled paper,1,package
No pencil boxes,pencil,1,boxes
No binders,binders,Multiple,
Subtilies to have at home:
❑ Ruler,Ruler,1,
O Protractor,Protractor,1,
"❑ crayons, colored pencils, or markers",crayons colored pencils markers,Multiple,
I would appreciate it if each family could donate tissues an
Thank you!,Thank you,1,
11
