Input,Product,Quantity,Tags
"5Aater,1"
Ogden Elementary School,Ogden,1,
Fourth Grade Supply List
2017-2018
J • 5 Marble Notebooks,Marble Notebooks,Multiple,
J • 1 Graph -Ruled Composition Notebook,Graph Ruled Composition Notebook,1,
• 7 Heavy Duty plastic pocket folders of different colors (with pockets,Heavy Duty plastic pocket folders different colors,7,
"on BO""1"" iOM, not SIDES)"
• 1 pack Crayola Crayons,Crayola Crayons,1,pack
• 1 pack Crayola Markers,Crayola Markers,1,pack
'f • 1 pack Crayola Colored Pencils,Crayola Colored Pencils,Multiple,pack
J • 2 Highlighters,Highlighters,Multiple,
i• 2 boxes of tissues,tissues,Multiple,boxes
Ni • 1 1 inch Loose Leaf Binder
J 1pack lined index cards 3x5,lined index cards,Multiple,3x5
( )
i • 4 packages of 3x3 post -its,post its,1,"3x3,packages"
\-/ . 1 pair of scissors,scissors,Multiple,pair
• 1 glue large stick,glue large stick,1,
J • 1 pack of red pens,pens,Multiple,"pack,red"
"N, • 1 ultra -fine point sharpie",ultra fine point sharpie,1,
• 1 set of headphones for computer lab (labeled in a Ziploc bag),headphones,1,set
• GIRLS—Ziploc Bags (GALLON size),GIRLS Ziploc Bags,Multiple,
• BOYS -1 pack of baby wipes
• $ 8.00 cash or check —for PTA Homework Agenda book (to be,cash check,8,
brought in the first week of school in a sealed envelope with teacher's,brought the week sealed envelope,1,
name),name,1,
***PLEASE LABEL ALL SUPPLIES WITH YOUR NAME***
