Input,Product,Quantity,Tags
moo Verizon 10:32 PM 7 * 3% -�,moo,3,
williamsoncentral.org
1 of 2 its -GRADE SUPPLY Mr- SEPTEMBER aurl,its,1,
"2 bee heist Uwe; ( - "" a the fur du)",bee heist,2,
"_ Late ehpoueb for pens, pencils, � I�-.and otbwsena months"
erne RV Huy The. Ited binder (so arty SAB and HW)
_ 2 bow helmet,bow helmet,2,
1 package
pw (blue a block ink)
_ 2 l.spocket folder.. ritb bobs 6 Weldor,folder bobs,2,
_ 62 pencils and extra ereers,pencils and extra,62,
"_ 2 _ ' _ 3.5 ind.x cards, lined whits"
oda
Maul (Not A. o .) &dial,Maul dial,1,
one r _ binder _ one r throe -ring binder,binder  throe ring binder,one,
"_ "" "" @wden I pack of 3 "" dmiders, I pack otS"
R pewit. (1 doi for Nader sod I dew os be _ - 2 two -pocket Folders,pewit,1,
•' - ' by dee umber) 3 • r or 1I4 • r post -it nob,post nob,3,
"rip erasers (I dor for bdr and I den to b. I pockaR mt•lo-colo.ad "" _ --",rip erasers,Multiple,
. by the reacher)
ripper pouch to dip ions Nwdr ESEEkaisiiiiagg Two= _ 2 two -pocket folders
. i (Ned S or Freocb
one I% to r thtee� Under weal ' ' were subject
one K' throes blotter for lobs thraa-rap Eder (Punch and Swish),throes blotter,one,
_ dividers pock of 5 nadCgicalCadla
_ 2 different coke • • gym _ -,different coke gym,2,
3 • 3 - -it noun horn mkt,noun horn,3,
_ awe s for outside _ socks,awe,1,
SedalSiedla! _ makers mat tie
I three nog brier (mu be shred with ammer,three brier,1,
des if okayed by abet reacher),abet reacher,1,
Teal ow abject or lo..e leaf poor,abject leaf poor,1,Teal
Damen
1 t---- hider,hider,1,
eea/gpYoefer- -—ftbp•dt anf)oetdmpeet
PLEASE NOTE - TEACHERS (CORE OR SPECIAL AREAS) our ••••• A.•... rr•.r.AL
WMLES SPECIFIC TO THEIR SUBJECT AREAS.,SPECIFIC THEIR SUBJECT AREAS,Multiple,
• -- atlw Sdod 504.0 ASP1w Sion (SAI) a t• pronwe by err Wool,504 err Wool,1,
"• poem non ylm did saw Nstr...e.as .Iw ow.e4. 010,"
• W..---.-.-..- beery 0.4.. a t4..y 04y birders . yns0r. boon• toy 504 b taut Cow
• Sloan gm woe ro. low wens drench so you . y roue to Her adoc nl 4. envy e. •dead yew.
• To Merit womb or owes =mew ORA N• =Ileskr red dMOH rra It•
Is needed Into mole - or .s ea •.e• its
• IN tease eon.*___.._. it' ord. by 1015* OM We Net*.et Sri NOW MOMS. rd ssor•d - 00
rot a ter. tries. Awe kap this to wind Won retool Hope. N - - o.4 bP tool be k.pt
I Word,Word,1,
noire IS Toi
"W""•-«- Middle - ""Wbkb cakulaior -_-•-_' 1 buy""",Middle buy,1,
The is. rummy of the to consider when huyrnp your child . ' ' to use for school .nets
aloe r. based on our most up so doe info n stion provided by NYSED sad will be mood e
new teeing guidelines we posted)
m
