Input,Product,Quantity,Tags
"• Middle and upper School 5,.. x",Middle and upper,1,
"Scboot Sopph I_,i%t,C+ +-121h cr adex"
PE uniform - Lang navy atgek shorts purchased tram vendor 01 choice and PE short porch,uniform Lang shorts purchased tram vendor choice and short porch,Multiple,navy
abut,abut,1,
Bible (HIV cx ESV are u options)
Loose 'leaf colegr tole paper,Loose leaf tole paper,1,
1 3-nng binders with ter -view tr+orit for Vie following
Wale- h ty,Wale,1,
'glue- Engleh,glue,1,
*gre+en...lath,lath,1,
'black- Science,black Science,1,
"""red- BbleofteecinwEleceve"
12 subject &Mars,subject Mars,12,
"(4) tutp ort na‘aboc413, matte -ruled"
Pentts- wooden tx metharwcal,wooden,1,
blue or truck,truck,1,blue
Red Pens,Pens,Multiple,Red
(1) r-! bends,bends,Multiple,
"(1) !""__rlif p("
( C.aiadalpr
Tx- 3p ler siandard math classes,classes,Multiple,
T1-84 Plus CE Edibon foc advanced math
(2) packs white. trod rndee cards (3x5 or 4x6),pack white trod cards,2,"3x5,packs"
(1) HomeworkM ped ( steno pads wont
(1) Ruler,Ruler,1,
(1) Graph paper,Graph paper,Multiple,
(1) Protractor (geometry),Protractor,1,
( Compass ( Ste),Compass,1,
{ 1) Mta!-pack paper lam (tl ok)4r. i+),pack paper lam,1,
( ratrirng corny on notebook (b.aogy),corny notebook,1,
(1) Tissue rmillipack (bogs_ only),Tissue,1,
(1) c1orox wipes mulbpack (g ids. 000,wipes,1,
"""see art ttst below"
Tut (*fume tior stiogimea in of the semester V child has arts,Tut,1,
942 watercolor pad,water color pad,942,
28 and 48 draw( pes (not charcoal;,and draw,28,
rubber eraser,rubber eraser,1,
Mute glue stick,Mute glue stick,1,
penal pouch labeled with your Ode: U,penal pouch labeled,1,
AW
w.  .
„ampus front,front,1,
