Input,Product,Quantity,Tags
r S's Boat bin (ao who.Y),Boat bin,1,
maws,maws,Multiple,
news,news,1,
of Hand,Hand,1,
1 of Hand soap,Hand soap,1,
kodakiiip Mbar' w/eW'a newel WREN
-
r of cloths o•._„__- tag (must,cloths tag,Multiple,
nth undone- Ilea _ - fl whit*,nth undone Ilea whit,1,
3
n
21211
4 of =won,won,4,
i 1 of peic (. . a osded)
i 1 of Kasen
yew Clot-,yew Clot,1,
i of crayons,crayons,Multiple,
was
towns books (1 Mooch color),towns books,Multiple,
debt p bap,debt,1,
bp
arse n
leaf pepac,leaf,1,
paps,paps,Multiple,
W
wins,wins,Multiple,
Sad Or& Smola (K,Sad,1,
1 ►ariI Cfbp sips. msb pocket Not • boa)
1 7W (3 Rie{) Brits inch Palms,Brits inch Palms,1,
"3 Pact o(I oo , UM Papw",Pact,3,
10 Plum ►odor Folders _: __. (3 prone),odor Folders,10,Plum
6 r Boob,Boob,6,
1 Pack of Pocket Dividers (5 who -. - T,Pocket Dividers,1,Pack
2 Packs o(leda Cards (1 Iced / 1 sdiad) 4a6,Cards,2,Packs
1 Par of Samara,Par Samara,1,
I Oka Sticks,Sticks,Multiple,
2 BOXES OF
2 BOXES OF GAl1Al
1 PACK OF COLOR P,COLOR,1,PACK
1 PAIR OF HEAD,HEAD,1,PAIR
1 PACK OF HIGHLIG
2 BOXES OF CRAY,CRAY,2,BOXES
4 PACKS OF PENCIL,PENCIL,4,PACKS
1 PENCIL CASE,PENCIL CASE,1,
2 Red pr I PACK OF PENCIL,PENCIL,2,"Red,PACK"
4 Boras of Had 1 HAND HELD P,Had HAND HELD,4,
Qom and Zyt*e hop/1 Gaon Stud Lipka Bap s COMPOSff1ON NO'
Pads 3 PLAS 1C POCKET,POCKET,3,Pads
"Baas of Cdwd Pewit (Rod, Gran Bi s. B",Baas Pewit,1,
Bawl of Cayoa S PACKS OF PAPER,Bawl PAPER,Multiple,PACKS
Boas of Klaaaaa (so yawl . or podia Wald) 1 PACK OF INDEX G,Boas INDEX,1,PACK
Part of Fspo Marlon (� ___ pd) 10 GLUE STICKS,Part Marlon GLUE STICKS,Multiple,
Pads dot Poop (10p0 1 PAIR OF SCISSORS,dot Poop,1,"Pads,PAIR"
pant ' (se11) 2 BOTTLES OF HAN,pant HAN,1,BOTTLES
1 PACK OF EXPO MA,EXPO,1,PACK
"Ea"" Sandy -  (No MbiIY) 4 BOXES OF KIEENI",Sandy,1,BOXES
Pack ofC------ Pew 2 BOXES OF Sawdwrl,Pew,1,"Pack,BOXES"
MUSIC (FEE)
AB new - . - 12a6 - Sr) and aim 2E4 Cinders,and aim Cinders,Multiple,
wS sad M two t* SUS kw,sad two SUS,1,
2 BOXES O
1 PAACKKOF COLOR P,COLOR,1,
1 PAIR OF HEAD,HEAD,1,PAIR
1 PACK OF HIGHLIG�
2 BOXES OF CRAYO
