Input,Product,Quantity,Tags
"Ma ac y, and :is ter on y"
Ear buts,Ear buts,Multiple,
Third
"4 Dou'D ie Pocket On y Fo'c ers i'Rec' Ye ow, Green,"
Blue') S o
5 Marble Composition Books,Marble Composition Books,5,
1 Spiral notebook i:1 subject'),Spiral notebook subject,1,
"1 5"" Fiskar Scissors",Fiskar Scissors,1,"5"""
1 Pre -sharpened Colored Pencils 12 ct,sharpened Colored Pencils,1,ct
1 pack of markers 10 ct (no Sharpies or Flair arr Pens),markers,1,"pack,ct"
dry erase markers,dry erase markers,Multiple,
1 Pack of glue sticks,glue sticks,1,Pack
1 Pencil Bag or box,Pencil Bag,1,box
1 Fluorescent Yellow Highlighter,Fluorescent Highlighter,1,Yellow
4 2 packs of 12 pre -sharpened #2,pack sharpened,4,packs
p Ticonderoga Pencils,Ticonderoga Pencils,Multiple,
2 Pink Beveled Eraser,Beveled Eraser,2,Pink
1 Box of tissues,tissues,1,Box
1 set of Earbuds (in a Ziploc bag labeled with name),Earbuds,1,set
1 magazine holder (cardboard is fine),magazine holder,1,
