Input,Product,Quantity,Tags
Lawrence Orr Elementary Sch,Lawrence Orr Sch,1,
now on now
Lawrence Orr Elementary School - 2016-17 Grade Level Supply List,Lawrence Orr 2016 Level,1,
3rd b.4.
Tees. Bas. b Class and Dens
6 Conno aOn Nonnok.
"a Sprat ,",Sprat,1,
Pore cans..,Pore cans,Multiple,
7 pocks of Pinola,pocks,7,
7 Palo l adds Con,Palo adds Con,7,
Grkn Sue Zpkc Bpd,Sue,1,
Iona San*rn,Iona San,1,
1 Gal l b Crayons,Gal Crayons,1,
1 pall Conn Ponca,pall Conn,1,
3 Prop Pod. Font IPMon),Prop Pod Font,3,
3 Pock* Flan.,Pock Flan,3,
1 pool d pklrtloca per*,pool ,1,
7 Papas a Copy Ppr,Papas Copy Ppr,7,
71Jak« a Klw*.
1 prk Ewo Monts
J pep.. of MOU6mt Pape,pep,1,
1 paced Swoon,paced Swoon,1,
1 peck l Gan Selo,peck Gan,1,
1 Pall Eraser.,Pall Eraser,1,
Erb. B Mae,Mae,1,
M Grade
"6 C._.,___. Ma..fao1.."
4 Pocket Fla..,Pocket Fla,4,
Mad /wawa,Mad,1,
60.« at Kfr*.
"1 pal Dry Eras. M..e,.",pal Dry Eras,1,
1 pack l Mouton Pen,Mouton Pen,1,pack
Wt. Copy Pan,Copy Pan,1,
1 pall Crayon Mr5r.,pall Crayon,1,
1 pack .aa1 at Con P«rwoayr*,Con,1,pack
I pack CI
3-Cnror Won,Won,3,
1 Pack of Pr1c4 Top Ernes,Top,1,Pack
Er0 4. l cos.,cos,1,
2 -Pans 0f bond noon,Pans bond noon,2,
l'Ino.. 0.0as eat Gwen Eraser Top)
4 Raon of only na0.-M.nn.,only,4,
Sal Gray,Sal,1,Gray
Eannd. 6 can Ib C.
7 was Dry Err Mane.,was Dry Err Mane,7,
6 C—...----
"4 Pocket Fife,.",Pocket Fife,4,
4 was d rue. urn
2 pecks l copy Ppr,pecks copy Ppr,2,
1 Poi of cored porno,Poi cored porno,1,
1 poi of•,poi,1,
Own etc --.—,Own etc,1,
T__ bared noon,bared noon,1,
apoc a Pal. I nay) roan,roan,1,
Nand tanner,tanner,1,
Lawrence Orr Elementary School - 2016-17 Grade Level Supply List,Lawrence Orr 2016 Level,1,
"Spwooned Ataynw C Ja01 SAC) • Ways 0.2 • Ma Joy 1 Sp0140.a Acadr.c Cu lurn (SAC, bays 3-5 • Mn COY*"
