Input,Product,Quantity,Tags
Susie D,Susie,1,
fOrKiergarten
5 boxes of Crayofa crayons ct.tf,crayons,5,boxes
Vg glue sticks,glue sticks,Multiple,
1 pack of Dry Erase Markers (4 or 6 a.),Dry Erase Markers,1,pack
1 box of Crayola markers (8 ct.),Crayola markers,1,box
of Pink Pearl Erasers,Pearl Erasers,Multiple,Pink
packs of 12 ct. wood pencils ;no decorative penc
2 bottles of Elmer's Glue,Elmer Glue,2,bottles
/1 pair of scissors,scissors,1,pair
1 package of paper plates,paper plates,1,package
1 role of paper towels,role paper towels,1,
1 bottle of hand soap,hand soap,1,bottle
1 bottle of hand sanitizer,hand sanitizer,1,bottle
1 box of gallon size Ziploc bags,size Ziploc bags,1,"box,gallon"
1 box of quart size Ziploc bags,quart size Ziploc bags,1,box
1 package of brown lunch bags,lunch bags,1,"package,brown"
2 boxes of Kleenex tissue,Kleenex tissue,2,boxes
1 bundle of yarn,yarn,1,bundle
