Input,Product,Quantity,Tags
2017-18 Pre -K Supply List -- Walnut Hill Elementary,Walnut Hill,2017,
**Pre -K students need to bring an extra set of clothes in a Ziploc bag to store i
"their locker or backpack in case of an accident. They need to bring: pants, shi"
underwear and socks.,underwear and socks,Multiple,
Supplies: large backpack (without wheels),large backpack,1,
PLEASE DO NOT PUT NAMES ON SUPPLIES,PLEASE NOT PUT NAMES,Multiple,
1 box 4 Expo markers,Expo markers,1,box
2 bottles of hand sanitizes,hand sanitizes,2,bottles
4 containers of playdoh (Playdoh brand)
1 package of white copy paper,copy paper,1,"package,white"
3 rolls of paper towels Boys only,paper towels Boys only,3,rolls
4 containers Clorox disinfecting wipes,Clorox disinfecting wipes,4,containers
1 box of baby wipes — Girls only,baby wipes Girls only,1,box
3 plastic pocket folders with brads,plastic pocket folders,3,
1 box of washable markers,washable markers,1,box
2 box of facial tissues (Kleenex or generic),facial tissues,2,box
4 thick pencils (jumbo primary),thick pencils,4,
2 box of 24 crayons,crayons,2,box
1 4 -oz bottle of white Elmer's Glue,Elmer Glue,1,"bottle,white"
8 glue sticks (purple disappearing),glue sticks,8,
1 package of colored construction paper (9x12 inches),colored construction paper,1,"9x1,package"
1 box of Ziploc bags (Boys: gallon size -Girls: sandwich size),Ziploc bags,1,"box,gallon"
1 pair of scissors (blunt tip),scissors,1,pair
2 White Erasers,Erasers,2,White
2 Primary Journals (top is blank/bottom is lined),Primary Journals,2,
1 package of clear sheet protectors (12 pack minimum),clear sheet protectors,1,"package,pack"
(Please save your receipts in case you need to return some supplies.)
