Input,Product,Quantity,Tags
•••oo Boost LTE 9:48 PM ei 56%,Boost,56,
li echalk-slate-prod.s3.amazonaws.com,slate prod,1,
GRADE 3
10 marble composition,marble composition,10,
notebooks (no spirals or,notebooks,Multiple,
binders),binders,Multiple,
48 #2 sharpened pencils,sharpened pencils,48,
with erasers
1 box of crayons (24),crayons,1,box
1 box of colored pencils,colored pencils,1,box
(optional)
1 box of markers (optional),markers,1,box
3 pkgs. of erasable pens,erasable pens,3,
"(black, blue and red)"
2 pkgs. loose leaf notebook,loose leaf notebook,2,
paper (wide ruled),paper,1,
(8) 2 -pocket plastic folders,pocket plastic folders,2,
with pockets on the
"oottom: rea, yeiiow, owe,",owe,1,
"green, orange, purple,",green orange purple,1,
black and one of any
color/design choice for,color design choice,1,
h.w.
1 box of highlighters,highlighters,1,box
3 Post- It notes 3x3 ( for use,Post notes,3,3x3
during writing and
independent reading ),independent reading,1,
12 inch ruler (measures,inch ruler,12,
inches and centimeters),inches and centimeters,Multiple,
1 soft pencil case with a,soft pencil case,1,
zipper or pencil case,zipper pencil case,1,
1 pocket,pocket,1,
dictionary/thesaurus (for,dictionary thesaurus,1,
use at home),use home,1,
1 bottle of liquid soap,liquid soap,1,bottle
