Input,Product,Quantity,Tags
0 a4 . .. = 5 51 PM
13. 10 - Blue ' ens,ens,13,Blue
14. 3 - Red Pens,Pens,14,Red
15. 1- Ruler,Ruler,15,
1e. 1- Pkg. Pend! Crayons,Pend Crayons,1e,Pkg.
"17. 2 -1"" Nudes",Nudes,17,"1"""
111. 8 - Subject Dividers,Subject Dividers,111,
15. 1- Scientific Calculator,Scientific Calculator,15,
20. 1- Geometry Bet,Geometry Bet,20,
21. 1- Poclat Dictionary,Dictionary,21,
n. 1 - Thesaurus,Thesaurus,1,
23. 1- Pencil Sharpener,Pencil Sharpener,23,
24. 1- Agenda Book/Student,Agenda Book,24,
P
