Input,Product,Quantity,Tags
•o( Sprint LTE 10:42 AM 85% M
sites.google.com,sites,Multiple,
"Dear Third Grade Parents,",Dear Parents,Multiple,
"Due to the financial constraints over the past few years, the budget for"
supplies has been greatly reduced. To ensure your child has the supplies
he she needs for the upcoming year. please provide the following items at
Open House or on the first day of school:
I Pkg. 3x3 Sticky Notes,Sticky Notes,Multiple,"3x3,Pkg."
"I Pkg. of Mechanical Pencils oiot Apr u, forkr-anckar , nrkwr)"
1 Box of 24-a2 Ticonderoga Pencils,Ticonderoga Pencils,1,Box
I Box of Pencil Top Erasers,Pencil Top Erasers,Multiple,Box
I Spiral Bound Notebook Wide -Rule Single Subject,Spiral Bound Notebook Wide Rule Single Subject,1,
I Box of Band-Aids (24 Count),Band Aids,Multiple,Box
1 FirasahIc Black Pen (Pilot Fri Sion hall erasable gel pen mints hest.),Pen,1,Black
2 Wedge Erasers,Wedge Erasers,2,
3 Llmer's (flue Sticks
3 Black Expo Broad Tip Markers,Expo Broad Tip Markers,3,Black
I Expo Fraser
I Pair of Fiskar's Scissors (Child -Sired),Fiskar Scissors,Multiple,Pair
I Box of Crayola ('rayons 124 (bunt),Crayola rayons,124,Box
1 Box of ('rayola Broad Line ((Box of Washable Mark,Broad Line,1,Box
I Ream of White ('opy Paper
3 Boxes of Tissues,Tissues,3,Boxes
I Container of Wet Ones,Wet Ones,Multiple,Container
Headphones (with child's name on them in plastic zip lock hag),Headphones,Multiple,
2 Highlighters,Highlighters,2,
I Roll of Paper Towels,Paper Towels,Multiple,Roll
I ';' Hard Cos er Binder (ifs. Fowler- Iechler's class onhl,Hard Cos Binder,1,
(Optional): Wireless Mouse for Chromcbo ok,Wireless Mouse,1,
Please keep in mind that these supplies will be shared within your child's
classroom community. so for reliability we have requested brands that we
base had success with in the past.,base had success,1,
"If you wish to make any hulk donations to your child's class, supplies may"
be dropped off at the school dunng summer office hours.
Thank you for your willingness to support your child's ongoing success!
Made with the new Google Sites,Made,1,
Report abuse,Report abuse,1,
rT� Cl] '�
