Input,Product,Quantity,Tags
"Note: Ifs is t:1e Dasic ist. So""ie c; asses wi  rec uir ' '"
e ac .c atlona
Farmington High School
I:111 pack 12 pens l:black:l,111 pens black,Multiple,pack
1;11► pack 12 pencils #2,pencils,1,pack
I:311 packages of 200 -sheet lined paper :1000 total:,311 200 sheet lined paper 1000 total,1,packages
"1:311 three ring binders i1.5"" - assorted colors'"
1511 pocket folders liassorted colors',pocket folders colors,1511,
I dividers for binders 1:5 slot:,dividers,Multiple,
1;111 set 4 assorted colored highlighters
"1;311 Post it notes l3""x3""1",Post notes,1,"3"""
"1111 USB flash drive on a lanyard - 4GB capacity or f,arger",flash drive lanyard capacity,1111,
'1' ruler,ruler,1,
1;111 pack of 100 -sheet grap:l paper :1/4 incll'1,00 sheet paper,1,pack
`rectangular in s,rectangular,1,
