Input,Product,Quantity,Tags
❑ Pencil pouch,Pencil pouch,1,
❑ Blue or black pens,pens,Multiple,"Blue,black"
❑ No. 2 pencils,pencils,Multiple,
❑ Pencil sharpener,Pencil sharpener,1,
❑ Highlighters,Highlighters,Multiple,
❑ Permanent,Permanent,1,
markers,markers,Multiple,
❑ Erasers,Erasers,Multiple,
❑ Three-ring binder,ring binder,Three,
❑ Three -hole -punch,hole punch,Three,
❑ Graph paper,Graph paper,Multiple,
❑ Subject dividers,Subject dividers,Multiple,
❑ Index cards,Index cards,Multiple,
❑ Folders,Folders,Multiple,
❑ Loose-leaf paper,Loose leaf paper,1,
or spiral notebooks,spiral notebooks,Multiple,
❑ Glue,Glue,1,
❑ Post -Its,Post Its,1,
❑ White -Out
❑ Protractor & ruler,Protractor ruler,1,
❑ Scissors,Scissors,Multiple,
❑ Graphing calculator
❑ Combination lock,Combination lock,1,
❑ Personal organizer/,organizer,1,
calendar,calendar,1,
❑ Book socks,Book socks,Multiple,
❑ Backpack,Backpack,1,
❑ Lunch bag,Lunch bag,1,
