Input,Product,Quantity,Tags
4TH GRADE - HAR251
•
"M321123 1 3"" ASST HARDBACK VINYL BINDER",ASST HARDBACK VINYL BINDER,1,"3"""
C00920 2 3X5 RULED WHITE INDEX CARDS 100CT,RULED INDEX CARDS,100CT,WHITE
26145 2 5SUB WIDE RULED SPIRAL 180CT,WIDE RULED SPIRAL,26145,
24075 1 9X12 MANILA PAPER 50CT,MANILA PAPER,24075,
9WHIT 1 9X12 BRIGHT WHITE CONST PAPER 50CT,BRIGHT PAPER,9WHIT,WHITE
24073 2 12X18 MANILA PAPER 50CT,MANILA PAPER,24073,
24070 2 9X12 ASST CONST PAPER 50CT,ASST PAPER,24070,
104B 2 BOX OF RECLOSEABLE QUART FREEZER BAG 20CT,QUART FREEZER BAG,104B,BOX
"10026 1 7"" PRESHARPENED COLORED PENCILS 12CT",COLORED PENCILS,10026,"7"""
UC532352 6 WIDE RULED BLACK MARBLE COMP BOOK 100CT,WIDE RULED MARBLE COMP BOOK,100CT,BLACK
"BS4012 1 CRAYOLA 7"" COLORED PRESHARPENED PENCILS 12CT",CRAYOLA COLORED PENCILS,12CT,"7"""
BS24 3 CRAYOLA CRAYONS 24CT,CRAYOLA CRAYONS,24CT,
B0304N 1 ELMER'S 40Z SCHOOL GLUE,ELMER GLUE,1,
B0519 2 ELMERS WASHABLE LARGE BLUE GEL GLUE STICK .880Z,ELMERS WASHABLE LARGE GEL GLUE STICK,880Z,BLUE
80516 4 ELMER'S 0.77 OZ. (22 GRAM) GLUE STICK,ELMER GLUE STICK,80516,
EP2525 8 PINK BEVEL ERASER (LATEX FREE),BEVEL ERASER,1,PINK
SN80001 1 EXPO2 LOW ODOR BLACK CHISEL TIP DRY ERASE MARKER,LOW ODOR CHISEL TIP DRY ERASE MARKER,1,BLACK
27153 6 WIDE RULE 8X10.5 FILLER PAPER 200CT,WIDE RULE FILLER PAPER,27153,
C000238 2 GRAPH FILLER PAPER 4 SQUARES/INCH W/HOLES 50CT,GRAPH FILLER PAPER SQUARES INCH HOLES,50CT,
CWIPES 4 CLOROX/LYSOL WIPES 35 CT - NOT FOR SKIN (BULK)
"EP617 2 NYLON PENCIL BAG, CLEAR TOP W/ GROMT 7.25X10.25",NYLON PENCIL BAG CLEAR TOP,25,
39250 3 PAPER TOWELS 85CT (BULK),PAPER TOWELS,39250,
BIGSM1R 4 BIC RED MED STICK PEN,MED STICK PEN,1,RED
FC83720 2 REG. PENCIL SHARPENER W/ RECEPTACLE,REG PENCIL SHARPENER RECEPTACLE,1,
EP5100 12 PENCIL CAP ERASERS (LATEX FREE),PENCIL CAP ERASERS,Multiple,
PBPT 1 ASST POLY INSERT DIVIDERS 5TABS 10 POCKETS,ASST INSERT DIVIDERS POCKETS,Multiple,
MJ25180B 1 BLUE PLASTIC POCKET WITH BRAD FOLDERS
MJ25180G 1 GREEN PLASTIC POCKET WITH BRAD FOLDERS
M3251800 1 ORANGE PLASTIC POCKET WITH BRAD FOLDERS
MJ25180Y 1 YELLOW PLASTIC POCKET WITH BRAD FOLDERS
MJ25180R 1 RED PLASTIC POCKET WITH BRAD FOLDERS
EP3755 1 ASST PLASTIC SCHOOL BOX 8.5 X 5.75 X 2.5,ASST PLASTIC,5,BOX
EP5401EA 2 1 EA 3X3 ASSORTED STICKY NOTES 50CT,ASSORTED STICKY NOTES,50CT,EA
"AW33066 1 6"" PROTRACTOR - CLEAR",PROTRACTOR CLEAR,1,"6"""
"FS9498 2 FISKARS 5"" BLUNT SCISSORS",BLUNT SCISSORS,Multiple,"5"""
SN27025 3 SHARPIE ACCENT PEN STYLE HIGHLIGHTER FL. YELLOW,SHARPIE ACCENT PEN STYLE HIGHLIGHTER,1,YELLOW
26141 1 1SUB WIDE RULED SPIRAL ASST 70CT 6C,WIDE RULED SPIRAL ASST,26141,
BS7808 1 CRAYOLA ULTRA CLEAN WASH THICK MARKERS 8CT,CRAYOLA ULTRA CLEAN WASH THICK MARKERS,8CT,
AW1000 2 9X12 DRY ERASE WHITE BOARD,DRY ERASE BOARD,1,WHITE
DI287NO2 60 NO2 DIXON ORIOLE PENCIL,DIXON ORIOLE PENCIL,1,
