Input,Product,Quantity,Tags
"""""or Sprint Wi-Fi 'R 9:37 AM",Sprint,1,
edline.net,net,1,
"ill,g",ill,1,
I My name is Ca tain SteI nszyk we,name,1,
arrgh going to have o Ally good time this
• year Were is a Ist of supplies you will
need to bring to Orientation,need bring Orientation,1,
1 3 Prtrnry Composition notebooks,Composition notebooks,1,
(available at Wahnrt and Staples),available and Staples,Multiple,
2 3 Large Elmer's Glue Sticks,Large Elmer Glue Sticks,2,
3 1 Box of Crayolo Crayons 24 pack,Crayons,3,"Box,pack"
4 1 Box of Colored Pencils,Colored Pencils,4,Box
5 i Sturdy pkstic percil case,Sturdy case,5,
6 i 5 oz container of ploy-cloh,ploy,6,container
7 i pack of baby wipes,baby wipes,7,pack
8 1 pack of rnpkins
q i full size backpack,full size backpack,1,
"io i box of cheez its, pretze antral"
"crokers, or goldfish to shore"
"""Please rrnke sure your child's"
none is on ALL supplies
)
rte.,rte,1,
123
[jL1A
