Input,Product,Quantity,Tags
rade
of #2 pencils,pencils,Multiple,
thanical pencils),pencils,Multiple,
►11 pencil bag,pencil bag,11,
:s of Crayola,Crayola,1,
5
;k of colored,colored,1,
s
rue sticks,rue sticks,Multiple,
it of scissors,scissors,Multiple,
astic pocket,pocket,1,
rs with prongs
acks of notebook,notebook,1,
ar (wide ruled)
ookbag or tote bag,tote bag,1,
iighlighters
narbled cover,cover,1,
1position notebooks,notebooks,1position,
spiral notebook),spiral notebook,1,
)k of 8 divider,divider,1,
:ebook tabs,tabs,Multiple,
"—1"" thrcc ring",ring,1,"1"""
Lrdback binder,binder,1,
boxes of tissues,tissues,Multiple,boxes
I box of baby wipes,baby wipes,Multiple,box
1 box of disinfectant,disinfectant,1,box
Apes,Apes,Multiple,
1 box of gallon size,size,1,"box,gallon"
nip-loc bags (boys),nip bags,Multiple,
'1 box of sandwich size,sandwich size,1,box
zip -roc bags (girls),zip bags,Multiple,
*1 set of computer,computer,1,set
headphones/earbuds,headphones earbuds,Multiple,
*8 Expo dry erase,Expo dry erase,8,
markers,markers,Multiple,
*1 box of snack size zip-,snack size zip,1,box
loc bags boys & girls
Please note that individual teachers may/
sticks,sticks,Multiple,
*5 pks of wide ruled,pack wide ruled,5,pks
notebook paper (no,paper,1,
college ruled),college ruled,1,
*10 pks of #2 pencils,pack pencils,10,pks
(no mechanical pencils,mechanical pencils,Multiple,
*10 highlighters,highlighters,10,
*4 plastic pocket,plastic pocket,4,
folders with prongs,folders,Multiple,
*1 clip board,clip board,1,
*1 box of gallon size,size,1,"box,gallon"
zip-loc bags - boys,zip bags boys,Multiple,
* 1 box of quart size,quart size,1,box
zip-Ioc bags - girls,zip bags girls,Multiple,
*1 set of computer,computer,1,set
earbuds,earbuds,Multiple,
*1 pair of scissors,scissors,1,pair
*1 pk of crayons,pack crayons,1,pk
*2 pks of washable,pack washable,2,pks
slim markers,slim markers,Multiple,
*1 box snack size zip,snack size zip,1,box
loc bags,bags,Multiple,
*1 box sandwich size,sandwich size,1,box
zip -roc bags,zip bags,Multiple,
*1 bottle Elmer's,Elmer,1,bottle
school glue,glue,1,
*2 pks color pencils,pack color pencils,2,pks
*2 pks index cards,pack index cards,2,pks
Fifth Grade
*6 composition bo(,composition,6,
(black marble COVE,black marble COVE,1,
no spiral),spiral,1,
* One -- 2 inch,inch,One,
hardback binder,hardback binder,1,
*5 boxes of tissues,tissues,5,boxes
*1 pk of slim marker,pack slim marker,1,pk
*2 pks of colored penc,pack colored,2,pks
* school glue stici,glue,1,
*2 bottles of Elmer's gll,Elmer,2,bottles
*4 pks of loose leaf,pack loose leaf,4,pks
notebook paper,notebook paper,1,
*4 plasmic pocket,pocket,4,
folders with prongs,folders,Multiple,
*scissors,scissors,Multiple,
*2 pks of dry erase,pack dry erase,2,pks
markers,markers,Multiple,
*1 dry erase eraser,dry erase eraser,1,
*2 boxes of quart siz(,quart,2,boxes
zip -roc bags,zip bags,Multiple,
*Lots of #2 pencils,Lots pencils,Multiple,
*8 highlighters,highlighters,8,
*1 pk of 8 dividers,pack dividers,1,pk
*1 set of computer,computer,1,set
headphones/earbuds,headphones earbuds,Multiple,
*1 bookbag that will,that will,1,
hold all supplies (no
synch sacks),sacks,Multiple,
*1 single hole punch,single hole punch,1,
* pencil bag or box,pencil bag,1,box
*1 box of baby wipes,baby wipes,1,box
*1 bottle hand,hand,1,bottle
nitizer
2 With,W,2,
