Input,Product,Quantity,Tags
Lt Grace Sup? .y List,Grace Sup,1,
Minneo .a E ementary
2 packs of wide ruled notebook paper,pack wide ruled notebook paper,2,packs
3 packs of pencils,pack pencils,3,packs
1 pack dry erase markers,dry erase markers,1,pack
1 pack 24 count crayons,crayons,1,pack
2 highlighters,highlighters,2,
1 pencil box,pencil,1,box
1 pair of scissors,scissors,1,pair
1 pack of markers (8 count),markers,1,pack
1 packs of 3x5 index cards,pack index cards,1,"3x5,packs"
1 sticky notes (3x3 inch),sticky notes,1,3x3
1 pack of large pink erasers,large erasers,1,"pack,pink"
1 box of Ziploc bags: boys quart/ girls gallon,Ziploc bags boys quart girls,1,"box,gallon"
"5 wide ruled spiral notebooks(yellow, black, green, red, purple)",wide ruled spiral notebooks,5,
10 plain pocket folders,plain pocket folders,10,
