Input,Product,Quantity,Tags
"requIreIiI iI a uw. ..../........., ._..._.."
• Tops: Solid white or red collared shirt,Tops Solid shirt,Multiple,"white,red"
"• Bottoms: Solid khaki, navy or black",Bottoms Solid khaki,Multiple,"navy,black"
• Socks and tights: Solid uniform color,Socks and tights Solid uniform color,Multiple,
• Shoes: Athletic shoes for P.E.,Shoes Athletic shoes,Multiple,
count Second Grade Supplies cant,cant,1,
24 #2 Pencils,Pencils,24,
2 boxes of Crayola crayons 24ct.,Crayola crayons,2,boxes
1 box of Crayola washable markers,Crayola washable markers,1,box
"1 pair of Fiskar 5"" sharp scissors",Fiskar sharp scissors,1,"5"",pair"
2 glue sticks,glue sticks,2,
1 package of construction paper (12X18) 50ct.,construction paper,1,package
1 package of construction paper (9X12) 50ct,construction paper,1,package
1 package of manila paper (12X18) 50ct.,manila paper,1,package
1 package of manila paper (9X12) 50ct.,manila paper,1,package
1 black and white Composition notebo,and Composition,1,"black,white"
spiral notebooks -70 pages (wide,spiral notebooks pages,Multiple,
4 ruled) assorted colors,assorted colors,Multiple,
1 pencil box,pencil,1,box
1 container of Lysol wipes,Lysol wipes,1,container
1 box Ziploc baggies-quart size 55ct. (boys),Ziploc baggies quart size,1,box
1 box Ziploc baggies- gallon size 55ct. (girls),Ziploc baggies size,1,"box,gallon"
1 yellow highlighter,highlighter,1,yellow
2 Art Gum erasers,Art Gum erasers,2,
3 pocket folders (any color),pocket folders,3,
4 Dry Erase markers,Dry Erase markers,4,
1 bottle of hand sanitizer,hand sanitizer,1,bottle
1 Index cards 100ct,Index cards,1,
1 package of notebook paper (wide ruled),notebook paper,1,package
2 boxes of Kleenex,Kleenex,2,boxes
1 Headphones for computer time,Headphones,1,
