Input,Product,Quantity,Tags
"1 Folder, Poly, 2 Pocket, 3-Hok, C. _.. .",Folder Pocket,1,
"4 of 7 older. Poly, 2 Pocket. 3-Hok, White",older Pocket,4,White
". older, Poly, 2 Pocket, 3 Hole, Black",older Pocket Hole,1,Black
"1 Markers, Washable, rks•-+. Colors, Fine Tip, 8/Set",Markers Washable Colors Fine Tip Set,1,
2017-2018 Roosevelt School,Roosevelt,2017,
Grade 3 School Supplies
"1 Scissors, S', Blunt Tip, Latex Free, Asst.",Scissors Blunt Tip Latex Free Asst,1,
"1 Crayons, Crayola, Tuck Box, 24/Box",Crayons Crayola Tuck Box Box,1,
"1 Markers, Dry Erase, Chisel, Low Odor, Asst. 4/Pk",Markers Dry Erase Chisel Low Odor Asst,1,
"2 Composition Book, Marble Cover, WR,100 Sheets, Blk.",Composition Book Marble Cover 100 Sheets,2,
"1 Folder, Poly, 2 -Pocket, Asst. Colors",Folder Pocket Asst Colors,1,
"1 Sharpener, Pencil & Crayon, Dbl. Barrel, Canister",Sharpener Pencil Crayon Dbl Barrel,1,Canister
"3 Erasers, Pink, Large, Latex Free",Erasers Pink Large Latex Free,3,
"1 Penclls, Colored, r, Sharpened, 12/Set",Colored Sharpened Set,1,
"1 Notebooks, Spiral, 4/Pack, WR, 70CL Be/Rd/Gn/Yw",Notebooks Spiral Pack,1,
"1 Folders, Poly, 2 -Pocket, 3 -Hole, 5 Pack Be/Rd/Gn/Yw/Pu",Folders Pocket Hole,1,Pack
"1 Folder, Poly, 2 -Pocket, 3 -Hole, Black",Folder Pocket Hole,1,Black
"5 Pencils, #2, Ticonderoga, Shay,.:.. - Dozen",Pencils Ticonderoga Shay,5,Dozen
"3 Stick On Notes, 3'X 3', Yellow 100 Sheet/Pad",Stick Notes 100 Sheet Pad,3,Yellow
"2 Pencil Case, Fabric, 3 -Hole w/Grommets, 10' X 6', Asst.",Pencil Case Fabric Grommets Asst,2,
"1 Highlighters, Chisel Tip, Yw/BI/Gn/Pk/Or/Pur, 6/Pack",Highlighters Chisel Tip Pack,1,
"5 Glue Stick, Staple Brand, W.h.hle, White, 0.26 oz.",Glue Stick Staple Brand White ounce,5,
2017-2018 Roosevelt School,Roosevelt,2017,
