Input,Product,Quantity,Tags
"2 Three Prong Plastic Folders Red, Green",Three Prong Plastic Folders Red,2,Green
6 Dry Erase Markers,Dry Erase Markers,6,
3 Boxes Crayons (24 count),Crayons,3,Boxes
12 Glue Sticks,Glue Sticks,12,
12 #2 Pencils,Pencils,12,
1 Student Scissors,Scissors,1,
1 Composition Book,Composition Book,1,
1 Box Markers Broad Line,Markers Broad Line,1,Box
1 Box Markers Thin Line,Markers Thin Line,1,Box
1 Pink Eraser,Eraser,1,Pink
1 Standard Pencil Box — Hard Plastic,Standard Pencil Hard Plastic,1,Box
Girls,Girls,Multiple,
1 Box Sandwich Size Plastic Bags,Sandwich Size Plastic Bags,1,Box
1 Bottle of Liquid Glue,Liquid Glue,1,Bottle
Boys,Boys,Multiple,
1 Box Gallon Size Plastic Bags,Size Plastic Bags,1,"Box,Gallon"
1 Box of Dixie Cups,Dixie Cups,1,Box
