Input,Product,Quantity,Tags
000( : Sprint LTE 8:26 AM el O 82% Mr
stfrancescabriniphila.independencemissionschools.org
Ihunttt'Wt N met,met,1,
_ALl. TEXTB(X)KS MI ST HE COVERED IN BROWN PAPER OR HOOK SOCKS,COVERED PAPER HOOK SOCKS,Multiple,"ST,BROWN"
• lhra list is 'emit. a and subject to change
"•• All sunnlie• must k renlace.1 a. rend. -,1"
Rank •ou,Rank,1,
S11.1d1c's ss•I )cam,cam,1,
Saint Frances Cabrini Reeional Catholic School
Required Summer Readine List,Required Summer,1,
Number the Stars h) Lois Lossrs - 5'^ grade onh,Lois,1,
The Gis el bs Lois Loss - 6° grade onl}
The Outsiders bn S.E. Clinton - N grade onh
"To Kill a Mockingbird h, Harper Lee - gV grade onh"
\n Sunnis I is,Sunnis,1,
Colored pencils,Colored pencils,Multiple,
"F raw,",raw,1,
Black Sharpe l S1ar►er and Pall,Sharpe and Pall,1,Black
Slarkm l l bin and IhicAl,bin ,1,
Sisson
Glue StaA I,Glue,1,
Cm ons,ons,Multiple,
Irac tng Paper,Paper,1,
411 4n Stipple. can he put in a large 7tphoc hag
• 4RI SI PPI II S 411 SI HI RI PI 4(F I) AS \I F III I),411,4RI,
