Input,Product,Quantity,Tags
Kindergarten
do not label supplies
First Grade
Second Grade
lar Crayola Crayons (24ct),Crayola Crayons,Multiple,
31a thick markers (10ct),thick markers,31a,
'mers glue sticks,glue sticks,Multiple,
rr blunt scissors,blunt scissors,Multiple,
;tic pocket folders with,tic pocket folders,Multiple,
brads,brads,Multiple,
sharpened fat pencils,sharpened fat pencils,Multiple,
5eveled eraser,eraser,5eveled,
pened pencils (12ct),pencils,Multiple,
")encil box 8""x5""x2.5„"
to label),label,1,
ils (handwriting lines
", blank on top)",blank top,1,
)ap W
ngs and pockets),and pockets,Multiple,
of tissues,tissues,Multiple,
vipes (no bleach)
)ags quart size
lags gallon size,lags size,Multiple,gallon
see through Velcro
welope
ticky notes,notes,Multiple,
per towel
)uch with 3 holes
cils -- sharpened,sharpened,1,
py paper,paper,1,
Erase Markers,Erase Markers,Multiple,
ry erase markers,erase markers,Multiple,
4 regular Crayola Crayons (24ct),regular Crayola Crayons,4,
1 box Crayola markers set,Crayola markers,1,"box,set"
1 bottle Elmer's liquid school glue,Elmer liquid glue,1,bottle
8 fine tip expo markers,fine tip expo markers,8,
12 Jumbo glue sticks (.21oz),Jumbo glue sticks,12,
"1 pair 5"" blunt scissors",blunt scissors,1,"5"",pair"
2 pkgs Clorox disinfecting wipes (35ct),Clorox disinfecting wipes,2,
4 black composition book,composition book,4,black
"(wide rule, 100 pages)",wide rule 100 pages,Multiple,
2 Primary Journals (handwriting lines,Primary Journals,2,
"on bottom, blank on top)",bottom blank top,1,
"1"" white vinyl clear cover binder",vinyl clear cover binder,1,"1"",white"
"2"" white vinyl clear cover binder",vinyl clear cover binder,1,"2"",white"
1 8 -pack of Regular post it notes,pack Regular post notes,1,
2 pkg Ticonderoga #2 Pencils (Pre -,package Ticonderoga Pencils,2,pkg
"sharpened w/erasers, 24ct)",erasers,24ct,
2 pink bevel erasers,bevel erasers,2,pink
1 standard size pencil box,standard size pencil,1,box
4 plastic folder w/pockets and prongs,plastic pockets and prongs,4,
2 pkg Crayola colored pencils (12ct),package Crayola colored pencils,2,pkg
2 reams of white copy paper,reams copy paper,2,white
1 water color paint set,water color paint,1,set
1 box Ziploc sandwich bags,Ziploc sandwich bags,1,box
1 box Ziploc gallon bags,Ziploc bags,1,"box,gallon"
1 Hand soap w/pump,Hand pump,1,
8 oz hand sanitizer,hand sanitizer,8,
1 zippered pencil pouch w/three holes,zippered pencil three holes,1,
2 box of tissues,tissues,2,box
1 pkg (25 pack) sheet protectors,package sheet protectors,1,pkg
1 pkg baby wipes,package baby wipes,1,pkg
2 Rolls of paper towels,paper towels,2,Rolls
4 pink beveled eras,beveled eras,4,pink
2 regular crayons (2,regular crayons,Multiple,
"1 pair blunt 5"" sciss",blunt,1,"5"",pair"
1 box tissues (120,tissues,1,box
2 yellow highlight+,highlight,2,yellow
8 glue sticks (.21c,glue sticks,8,
Girls -1 box baby wipe
Boys -1 pkg Clorox disinfe,Boys package Clorox,1,pkg
4 black mead compositi,mead,4,black
(100pgs)
1 filler paper (wide rul,filler paper,1,
1 white vinyl clear cover,vinyl clear cover,1,white
1 standard size pen,standard size pen,1,
4 plastic folders w/pocke,plastic,4,
"(1 blue, 1 green, 1 red, a",blue green red,1,
1 pkg thick Crayola marke,package thick Crayola,1,pkg
8ct)
3 pkgs SHARPENED Tic,SHARPENED Tic,3,
#2 pencils (w/erases,pencils,2,
Boys -1 roll paper,Boys paper,Multiple,roll
Girls -1 box Ziplock gall
1 hand soap w/1,hand,1,
1 zippered pencil pouch,zippered pencil pouch,1,
1 ream copy pi,copy,1,ream
2 vis mar,vis mar,2,
1 pkg clear sheet pi,package clear sheet,1,pkg
2 pkgs cap era,cap era,2,
