Input,Product,Quantity,Tags
brute: rre - n,brute,1,
Dallas ISD school uniforms are required. Uniform
requirements for Halliday Elementary are:,requirements,Multiple,
• Tops: Solid white or red collared shirt,Tops Solid shirt,Multiple,"white,red"
"• Bottoms: Solid khaki, navy or black",Bottoms Solid khaki,Multiple,"navy,black"
• Socks and tights: Solid uniform color,Socks and tights Solid uniform color,Multiple,
• Shoes: Athletic shoes for P.E.,Shoes Athletic shoes,Multiple,
count Pre -Kinder supplies,Kinder,1,
12 Larae Jumbo pencils,Jumbo pencils,12,
"1 package of large 9"" paper plates",large paper plates,1,"9"",package"
4 package Expo NON-permant markers,Expo NON markers,4,package
"1 box of ""Crayola"" washable markers",Crayola washable markers,1,box
"1 pair of Fiskar 5"" sharp scissors",Fiskar sharp scissors,1,"5"",pair"
8 bottle of 4oz Elmer's glue(medium),Elmer glue,8,bottle
1 package construction paper,construction paper,1,package
"4 Spiral notebooks 70 pages (lred, 1 blue, 1 green 1 yellow)",Spiral notebooks pages,4,green
1 plastic box,plastic,1,box
4 box of Kleenex 150/175 ct.,Kleenex 150 175,4,box
1 box of Ziploc baggies- Quart size (boys),Ziploc baggies Quart size,1,box
1 box of Ziploc baggies- Gallon size(girls),Ziploc baggies size,1,"box,Gallon"
3 bottle of 8 oz hand sanitizer,hand sanitizer,3,bottle
1 water color paint set,water color paint,1,set
1 baby wipes,baby wipes,1,
1 package of clear protector sheets,clear protector sheets,1,package
1 package of manilla paper,paper,1,package
1 Package of sandwich snack bags,sandwich snack bags,1,Package
1 Packages of small plates,small plates,1,Packages
"1 t d;.:,::y ;v1,"
1 shaving cream can
4 Boxes of CRAYOLA crayons 8 colors,CRAYOLA crayons colors,4,Boxes
6 pocket folders with brads,pocket folders,6,
4 pasta different kinds,pasta different kinds,4,
4 Packs of glue sticks,glue sticks,4,Packs
2 Playdough brand playdogh,brand,2,
2 Earbud head phones,Earbud head phones,2,
cantidk
