Input,Product,Quantity,Tags
Grade 3
"so id co ored,"
sing e
subect s
.pira noteb
ru ed l
k or e back red bue and green
"1package _Loose eaf, w rue",rue,1package,
d pa
5
so co ored fo ders (same c
oiors as notebooks'),notebooks,Multiple,
2 dozen (erasabpens e on 'y pease;
1
"3 dozen #2 e p nci s, slarpened"
1 high ighter,high,1,
2 erasers (wri name on �� net -,erasers,2,
2 g ue sticks,sticks,2,
1 ru er (inc 1es/cen1:inie:ers;
1 pack co ored Denci s
"1 arge penci case wii:i a zi closure, to hold"
"pens, el:c.",pens,Multiple,
(No boxes p ease),ease,1,boxes
3 boxes K eenex
"1 ro o"" Da Der 1:owe s",Der owe,1,
6 'u«obo size stretc is D e Dook covers (may be,size covers,6,
or
"dered al: )00 Csox.corci) 1 eaci, in 1:le r o:..owing",owing,00,
solid. co..ors.,solid ors,Multiple,
"Rec., navy, D. ue, green, t uc:zsia, .D:.ac:‹",Rec navy green,Multiple,
SY��a Cenci:. s: za ?ener wit:a attac: ze . container
for s: z avin gs
:Doc.Ket fo:.c.er for inuslc,Doc,1,
Jar for Cori Duter,Jar,1,
Mini S1:aDer,Mini,1,
Sco:ci ae
