Input,Product,Quantity,Tags
Kindergarten Supply List
• 5 boxes of 24 crayons,crayons,5,boxes
• 3 orimary mead composition books,mead composition books,3,
• 1 three pack box of tissues,three tissues,1,"pack,box"
• 1 pack of glue sticks,glue sticks,1,pack
• I pair of scissors (Fiskars are lest),scissors,Multiple,pair
• 1 three pack of Clorox wipes,three Clorox wipes,1,pack
• Expo markers,Expo markers,Multiple,
• Backpack (No wheels or drawstrings),Backpack,1,
Wish List,Wish,1,
• 1 ream of copy paper (white or colored paper),copy paper,1,ream
• Construction paper,Construction paper,1,
• Sandwich bags,Sandwich bags,Multiple,
• Highlighters- 1 pack,Highlighters,1,pack
• 1 twelve pack of file folders,twelve file folders,1,pack
• Gallon -size baggles,size,1,Gallon
