Input,Product,Quantity,Tags
**-FYI MANY SUPPLIES CAN BE P AT
THE DOLLAR STORE
". �,r, Ceas sp rt�;�'"
(a 151 day '?/ ��,151 day,1,
"• A Back notebook, lunchbox"
"and snack (no wheels, no barrel or gym bags avoid",and snack,1,
"Back - Pack large enough to hold a folder, buckle closings -"
P�
zippers are preferable)
Children must be able to open and close the bag.
"pock Folders — Sturdy plastic, solid colors, bottom ,"
"name ets 1 red,",name red,1,
top
—
"1 blue, 1 green, 1 yellow and 1 orange. Please write",blue green and orange Please write,1,yellow
right corner.,right corner,1,
• Soft box (with zipper and han — This will be used for
"Lunch pencils,",Lunch pencils,Multiple,
"supplies! Open and fill this lunchbox with 2 glue sticks, 5 p"
"blunt scissors, 24 count Crayola crayons."
"On 2n<r day of school, please send"
"el on T?.,1Ptfi"
• 2 rolls ut raper t uwci5,raper,2,rolls
"J Colored Pencils — one 12 pack, sharpened",Colored Pencils one pack sharpened,1,
/5 Blue or Black pens,pens,5,"Blue,Black"
— 3x3 post its,post its,1,3x3
"On 3r7 day of school, grease send:"
6 Hand Sanitizer (pump bottles),Hand Sanitizer,6,
2 pack Copy Paper,Copy Paper,2,pack
1✓ 2 pack dry erase markers — low odor,dry erase markers low odor,1,pack
• 1 dry erase eraser,dry erase eraser,1,
• 1 change of clothes (put in a Ziplock back with child's name),change clothes,1,
• 1 roll of scotch tape,scotch tape,1,roll
On 4th clay of .school; pCease send,clay send,1,
• 2 box gallon sized Ziploc Food Storage Bags,sized Ziploc Food Storage Bags,2,"box,gallon"
• 2 box sandwich sized Ziploc Food Storage Bags,sandwich sized Ziploc Food Storage Bags,2,box
♦ 2 large box of baby wipes (any brand),large baby wipes,2,box
K2 2 gallon sized Ziploc Food Storage Bags,sized Ziploc Food Storage Bags,1,gallon
"On Soh clay of school, please send:"
� 1 pack index cards — lined 3x5,index cards lined,1,"3x5,pack"
• 1 pack index cards — on spiral 3x5,index cards spiral,1,"3x5,pack"
"• recent photos (small/wallet size, label with name)",recent photos,Multiple,
of 1 plastic art smock or big t -shirt (label with name),plastic art smock big shirt,1,
• 2 box of tissues,tissues,2,box
"If it is not possible for you to get any of the above, please speak to your child's teacher."
