Input,Product,Quantity,Tags
••000 T -Mobile,Mobile,000,
6:27 PM 1 98% Ii: ail f,ail,6,
montgomeryschoolsmd.org i i
f�l
`� 1 of 1 uggested School Supplies for 2016-2017
Argyle Magnet Middle School,Argyle Magnet Middle,1,
"""\N<-:l'i -"
C_ Magnet Middle Sc,Magnet Middle,1,
Have/Need School Supply Items
"2""-3"" 3 ring binder",ring binder,3,"2"""
Book bag (no wheels; must be able to fit into a 9 inch wide,Book bag,1,
locker),locker,1,
"Calculator: the Ti 83, TI 84/ TI84+ for Algebra 1 or Honors"
Geometry is recommended but not mandatory
Colored pencils (no markers),Colored pencils,Multiple,
Erasers,Erasers,Multiple,
Highlighters,Highlighters,Multiple,
Wide ruled loose leaf paper,Wide ruled loose leaf paper,1,
Small pencil sharpener,Small pencil sharpener,1,
#2 pencils,pencils,2,
Pencil pouch,Pencil pouch,1,
Blue or black ball point pens
"Subject dividers, minimum of 8",Subject dividers minimum,8,
Wide ruled composition notebook for an English journal,Wide ruled composition notebook,1,
Wide ruled composition notebook for a math journal,Wide ruled composition notebook,1,
& several rolls of scotch tape,several scotch tape,1,rolls
Wide ruled composition notebook for a Science journal,Wide ruled composition notebook,1,
Wide ruled composition notebook for a World Studies,Wide ruled composition notebook,1,
journal,journal,1,
1
•
•
•
