Input,Product,Quantity,Tags
2 - dozen #2 penci s (rep enish as neec ed;
1 - pair oa' scissors,scissors,1,pair
2 - p astic :wopocke: fo ders will prongs
1 - box o 8 ':0 12 co ored penci s
1 - box o 16-24 crayons,crayons,1,box
2— ro s of Sco:ch '.ape,ape,2,
2 - high ig Ater (rep enish as needec ;�,high,2,
3 - ow odor dry erase markers EXPO brand,odor dry erase markers EXPO brand,3,
6 - 100+ sheet spira no rebooks 1;8 1 x 11 in.:1,sheet,6,1 x 1
"2 - composition books (100 sheets, wic e ru ed 9 3 by 7 1 in.;1",composition books,2,
200 - 3x5 ined notecards
1 - b ack Sharpie,Sharpie,1,
2-4 - s:icky note Dads l;3x3 in.;1,icky note Dads,2,3x3
"2 - pkg o"" ined no rebook paper (wide or co ege)",package rebook paper,2,pkg
1 - arge pink eraser,eraser,1,pink
1 - Boxes of tissues,tissues,1,Boxes
