Input,Product,Quantity,Tags
❑ 1 container of WET ONES wipes (green top container),WET ONES wipes,1,container
❑ 2 containers of Clorox disinfectant wipes,Clorox disinfectant wipes,2,containers
u 1 box of tissues 160 count,tissues 160,Multiple,box
❑ 1 box of Crayola crayons — 48 count,Crayola crayons,1,box
❑ 1 Pink Pearl eraser,Pearl eraser,1,Pink
u 2 Elmer's glue sticks (Large size),Elmer glue sticks,Multiple,
u 1 box of Crayola thick washable classic markers —12 pack,Crayola thick washable classic markers,12,"box,pack"
"❑ , 1 box of thin washable Crayola markers —12 pack",thin washable Crayola markers,1,"box,pack"
u 36 pre -sharpened #2 pencils,sharpened pencils,Multiple,
❑ 1 clear plastic shoe box with a removable lid (6qt size 8x13x5),clear plastic shoe,1,"8x1,box"
"❑ 1 pair of sharp tip 5"" Fiskar scissors",sharp tip Fiskar scissors,1,"5"",pair"
❑ 1 box of pre -sharpened colored pencils — pack
❑ 2 thin fluorescent yellow highlighters,thin fluorescent highlighters,2,yellow
❑ 1 pack of 3x3 post -it notes — 50 count,post notes,1,"3x3,pack"
"O 1 Scotch Magic Tape — 3 x 650""",Scotch Magic Tape,650,"650"""
"O 1 each 2 -pocket paper folder in yellow, green, and blue"
0 1 red 2 -pocket plastic folder,pocket plastic folder,1,red
Li 1 fine point black 2 -pack Expo dry erase markers,fine point pack Expo dry erase markers,1,black
v • All Boys —1 box of Ziploc/Gladlock 25 ct slider bags — quart size
❑ All Girls —1 box of Ziploc/Glad 25 ct slider bags — gallon size
