Input,Product,Quantity,Tags
J-laverstraw Lkmentary School
2016-2(117 School Supply 1 ist
Grade Ie S
(1) Composition (marble) notebook,Composition notebook,1,
"(2) Plastic/Poly 2 -pocket folders, assorted colors",Plastic pocket folders assorted colors,Multiple,
"(2 dozen) #2 pencils, sharpened",pencils sharpened,2,
(1) Handheld pencil sharpener with shavings container,Handheld pencil sharpener,1,container
"i (1 package) Expo dry erase markers, black fine tip"
"(2) Highlighters, assorted colors",Highlighters assorted colors,Multiple,
(1 package) Colored pencils,Colored pencils,Multiple,
(2-3) glue sticks,glue sticks,Multiple,
(1 package ef400) Tined index,Tined index,1,package
"(1) pencil case, soft cover",pencil case soft cover,1,
"(2) 2"" poly binders",binders,Multiple,"2"""
if (1 package) binder dividers,binder dividers,Multiple,
(1 package) loose leaf paper,loose leaf paper,1,
i f (1package) heavy duty sheet protectors with binder holes,heavy duty sheet protectors,Multiple,
1- Ear buds (for sanitary reasons),Ear buds,1,
O
