Input,Product,Quantity,Tags
".,, -�.�,� UIJok Wide Ruled",Wide Ruled,1,
on Book Wide Rule,Book Wide Rule,1,
ion Book Wide Rune,ion Book Wide Rune,1,
",sition Book Wide Rule",Book Wide Rule,1,
i hick Classic Markers 8ct,hick Classic Markers,8ct,
_a Brad Folder,Brad Folder,1,
",,cket and Brad Folder",and Brad Folder,1,
ocket and Brad Folder,and Brad Folder,1,
�rce Pocket and Brad Folder,Pocket and Brad Folder,1,
"1.4 /titc, I"
No. 2 Pencils,Pencils,Multiple,
Copy Paper,Copy Paper,1,
12x18 50ct Assorted Construction Paper,Assorted Construction Paper,8,12x1
12x18 50ct Manila or White Paper,Manila Paper,8,"12x1,White"
"Ziploc Bags 16-20ct, Gallon Size",Ziploc Bags Size,Multiple,Gallon
Sandwich Bags 50ct,Sandwich Bags,50ct,
Pink Erasers,Erasers,Multiple,Pink
ECOND GRADE
"1 r"" -- �1 A �4"
"a a ""i u 24-cL"
P.Pencil Cap Erasers,Pencil Cap Erasers,Multiple,
"JPrisn ,?r Se ssrTrs"
Pk' au 1 Gilt Orange,Gilt,1,Orange
P cet a i ad Pike,Pike,1,
Peeket a .B; Fo der--ed—
P-ockttufid.11 au U1CTer- 1 cl'w
pi ue Frac* I
"H"" Assorted Hardback Vinyl Binder with Pockets",Assorted Hardback Vinyl Binder,1,
rL_ -n r • witriPv i.s-
1
/ Copy Paper,Copy Paper,1,
"Manila Paper 50ct, 12x18",Manila Paper,8,12x1
' ;- -irN 1 S 4x sorted,sorted,1,
ganawich
�T t
C
G
1
1
1
5
1
1
1
1
1 pacAc.
1 ream
1
1
1
1
3
48
2
36
2�I
1
1
1
1
1
2
1
1
2 reams,reams,2,
1
1
1 Box
1 Box
4
1
"7Oet SO"""
70Ct Spt
Non -Plan,Non Plan,1,
Nylon P(,Nylon,1,
Ziploc 1,Ziploc,1,
Copy P,Copy,1,
"2"" Bind",Bind,1,"2"""
FIF7
No.
Red ]
Cray,Cray,1,
Frisk,Frisk,1,
Elmc
Klee,Klee,1,
Coll•,Coll,1,
Pock,Pock,1,
Ny1(
Zipl
Zipl
Cop
Mai
"2"""
Wa
Dis
Col
