Input,Product,Quantity,Tags
2nd Grade Back -to -School Supply List,Back,2nd,
2nd Gracie Sample List 2017-2018,Gracie Sample 2017 2018,2nd,
11
"Mead® Five Star® Pocket Folders, Assorted Colors",Mead Five Star Pocket Folders Assorted Colors,1,
IICrayons - Box of 24
'44.m.Paper Mate® Woodcase Pencils w! Erasers,Paper Mate Pencils Erasers,44,
Hefty® Slider Bags,Hefty Slider Bags,Multiple,
Elrer's Glue Stick,Glue Stick,1,
Puffs Facial Tissues,Puffs Facial Tissues,Multiple,
"Scissors 5"" Kids - blunt/rounded",Scissors Kids blunt rounded,Multiple,"5"""
Eraser(s)
Dry Erase Markers,Dry Erase Markers,Multiple,
0 Markers - Box(es)
"fTbod Mead® Five Star® Composition Notebook, Wide Ruled, Bound",Mead Five Star Composition Notebook Wide Ruled Bound,1,
© Mood Mead® Five Star® Spiral Notebook Wide Ruled,Mood Mead Five Star Spiral Notebook Wide Ruled,1,
n School Box
"0 , • ` Clorox Disinfecting Wipes"
© -Elmer's Glue Bottle,Elmer Glue,1,Bottle
© Colored 'Pencils - Box of 8,Colored Pencils,8,Box
Share,Share,1,
