Input,Product,Quantity,Tags
••oo< AT&T LTE 9:64 AM
9 core-docs.s3.amazonaws.corn,core docs corn,9,
t 63%M_k
aebook
notes for 1,notes,1,
u l but not
Larqupe Arfe
• 1 - 100 sheet,sheet,1,
notebook (College ROW),notebook,1,
• 1 5' Bader wan 5 drvxlen,wan,1,
"• 1 peck 01 n.,:........ (fined)",peck,1,
u.i I41ory
book • 1 - 1 surged,book surged,1,
• 1 Folder,Folder,1,
▪ 25:1C2) Meth: Con C..... _ 3 (CC3),Con,25,
• Scenbrc r..�^•.�..r...
"r...: peps, • 2 - Composition gold/graph paper",peps Composition gold graph paper,Multiple,
notebooks,notebooks,Multiple,
ss (3• or 4 -peck) • 3' s 3 Pot -b notes (3• w 4 -peck),peck Pot notes,Multiple,
stocks (2 wit be • kklb-peck of glue stocks (2 MI be
room) kept in meth r:M.......(,kept,1,
Wlh: Algebra 1
• Suentaic r -h••+ -w
• 1 brown paper grocery beg 10,paper grocery beg,1,brown
cover textbook,cover textbook,1,
• Clear 12-n ruler,Clear ruler,1,
• 1 tablet or r—.•-^. of W s W,tablet,1,
graph paper (spiral discouraged),graph paper,Multiple,
• 1 sturdy 2-3 subject sprat,sturdy subject sprat,1,
notebook,notebook,1,
"book • C... ,..._:... - .",book,1,
PhyEd
"s snorts. t -she • Scbod _,...",snorts she,Multiple,
— snorts. t -snot,snorts snot,Multiple,
