Input,Product,Quantity,Tags
Sciences,Sciences,Multiple,
bigrlrlltfl :uu
wt s 1 d ty bbigntIIerI uu
first day of school,day,1,
• A self-selected novel for sustained silent reading (SSR),self selected novel,1,
• One set of ear buds (also available through the Technology teachers or the WV School store),ear buds,One,set
• Notebook filler paper (wide orcollege-ruled),Notebook filler paper,1,
"o Divided among binders, except for math",Divided among binders ,Multiple,
• USB flash drive (>2GB) [Must be different fromTech]
"• USB flash drive (for math, science, social studies and English)",flash drive,1,
• Post it Notes,Post Notes,Multiple,
• One pack of 100 3Dx5' index cards,100 index cards,One,pack
• Sharpies,Sharpies,Multiple,
• Pencil Pouch (no boxes please),Pencil Pouch,1,boxes
o #2 lead pencils (wood or mechanical),lead pencils,Multiple,
o blue/black pens,blue black pens,Multiple,
o two highlighters (differentcolors),two highlighters,Multiple,
o color pencils/markers
o erasers,erasers,Multiple,
• Two boxes of tissues for your homeroom,tissues,Two,boxes
"• One durable view 3 -ring binder(1 "")",durable view ring binder,One,
•
"• 2 Quadrille 4 x 4 Spiral (Graph Paper) Notebooks, 8""x 10-1/2"" 100 sheets (Product #716522 from Staples)",Quadrille Spiral Graph Paper Notebooks 100 sheets,2,"8"""
Texas Instrument TI-30XIISCalculator,Texas Instrument,30XIISCalculator,
• One Black Dry Erase Maker,Dry Erase Maker,One,Black
• Red ballpoint pen,ballpoint pen,1,Red
• One 3 -ring binder (112') with 4 tabdivider,ring binder,One,
• Highlighters,Highlighters,Multiple,
• One 3-nng binder (2�),binder,One,
• Notebook filler paper,Notebook filler paper,1,
• Dividers,Dividers,Multiple,
• One Red Five Subject Notebook,Five Subject Notebook,One,Red
• One Red Folder,Folder,One,Red
"• One white 3 -ring binder (1 "") with notebook paper",ring binder,One,white
• One Old Tee shirt for a sewing project,Old Tee shirt,One,
• Twelve # 2 wooden penc (to be replaced as needed) -
"rs rtk,orrwiJut'"
dr
• One large soft eraser (such as Magic Rub),large soft eraser,One,
• One Black Fine point Permanent Marker (such as Sharpie),Fine point Permanent Marker,One,Black
• One Black Extra/Ultra Fine point Permanent Marker (such as a Sharpie),Extra Ultra Fine point Permanent Marker,One,Black
•
9 x 12 Spiral Sketchbook (not tape bound),Spiral Sketchbook,9,9 x 1
"• One 3 -ring binder (1 1 -2"" binder) with fourdividers",ring binder,One,"2"""
• 1-2 Expo markers (any color),Expo markers,1,
• One box tissues (requested forclassroom),tissues,One,box
• Jumbo book sock or paper bag for covenngtextbook,Jumbo book sock paper bag,1,
"• One 3-nng binder (1-2"" binder)",binder,One,"2"""
• One box tissues (requested forclassroom),tissues,One,box
• One package of 3 x 5 index cards,index cards,One,"3 x 5,package"
• 3-4 Expo markers (any color),Expo markers,3,
1-2 old socks (for erasing),old socks,1,
•
• i
"dodHHdbi 'jr , i ir.r d'."
4 •
4. :4 r 'ti M
••
' �J
