Input,Product,Quantity,Tags
RRMS Eighth GradQ Sunniv List 2014-2015,2014,2015,
Surnl Needed far Ali Classes,Needed far Ali Classes,Multiple,
"""Dose leaf paper, colored pencils, *2 pencils, pens. red pens. highlighters. Kleenex topbonal)"
accordion folder (four or more sections),accordion folder,1,
sharpies,sharpies,Multiple,
American History
"3 ring binder (minimum 1"")",ring binder,3,"1"""
3 x 5 Index cards,Index cards,3,3 x 5
1 subject spiral notebrok,subject spiral,1,
y l - wade math,wade,1,
A 1 Yr2 inch binder,inch binder,1,
4 Dividers,Dividers,4,
"Hole re nfcecers (optional, yet recommended)",Hole,1,
Graph Paper,Graph Paper,Multiple,
TI -83 or TI -84 (plus & silver edition is accepted) cord,cord,1,silver
An EXTRA supply of 4 AAA batteries OR charging
"A nor: -graphing, scientific calculator (T1-3OX1IS is a good one.)"
Ruler,Ruler,1,
Dry erase marker,Dry erase marker,1,
Scissors,Scissors,Multiple,
Tape or Glue stick,Tape Glue stick,1,
Aaebra 1.
A 1Yr2 inch binder,inch binder,1,
4 Dividers,Dividers,4,
"1-4�1e remnforcers (optional, yet re omen+ nded)"
Graph Paper,Graph Paper,Multiple,
T1-83 or TI -84 graphing calculator (plus & SiNef i n is accepted)
An EXTRA supply of 4 MA bathes OR etw9 card,EXTRA bathes card,Multiple,
A non -graphing. g . scsentifc CalcUtator (l- Xt1S a g d .)
Ruler,Ruler,1,
Dry erase marker,Dry erase marker,1,
Scissors,Scissors,Multiple,
"Tapes or Glue stick r bag, car similar material)"
An EXTRA LARGE book cove((ei(her cloth or pap e,EXTRA LARGE book cove,1,
LI on oaf; eine Iry,oaf,1,
A 1 V.-2 inch binder,inch binder,1,
5 d#Cr$
"Mole ReirifarGers (optional, yet recommended)",Mole,1,
Graph Paper,Graph Paper,Multiple,
ruief
lro1raC(Qr
carfpasS (plus 8 silver edition is accepted)
TI -S3-84 graphing calculator
An EXTRA supply
"of 4 AAA batteries OR charging con"""
An EXTRA LARGE book cover( her cloth or paper bag. or sitar material),EXTRA LARGE book cover,1,
