Input,Product,Quantity,Tags
Second Grade
24 #2 lead pencils,lead pencils,24,
4 boxes of 24 count Crayola crayons,Crayola crayons,4,boxes
1 pair of sharp pointed Fiskar scissors,sharp pointed Fiskar scissors,1,pair
1 hard plastic 5x8 school box,hard plastic,1,"5x8,box"
2 large•boxes of Kleenex,large boxes Kleenex,2,
2 Eimer's glue + 4 oz;►,glue,2,
or 2 large erasers,large erasers,Multiple,
2 highlighters,highlighters,2,
"FAT1 4 plastic pocket folders -1 of each -red, blue,"
"yel !ow, green"
1 wici a-ru ed 1660-8o sheetslf spiral notebook,660 spiral notebook,1,
6 glue stie,glue,6,
1 container C orox wipes,wipes,1,container
1 Ro of Paper Towe s,Paper,1,
1 )ox quart size Zi D oc 'Da
Nroac 1 fitter,fitter,1,
1 package inc ex carts,inc carts,1,package
2 pac cages inec paper,cages paper,2,
1-12 Oz Hanc Sanitizer with pump,Sanitizer,1,
Tennis s roes for P.E.,Tennis roes,Multiple,
