Input,Product,Quantity,Tags
KADE SUPPLY LIST
4 thin Expo dry erase,thin Expo dry erase,4,
markers _ black low odor,markers low odor,Multiple,black
"1 supply box 5"" x 8"
3 boxes of Crayola Y crayons 1 count),Crayola crayons,3,boxes
5 boxes Ticonderoga #2 `,Ticonderoga,5,boxes
g pencils -,pencils,Multiple,
2 packs pencil top erasers,pack pencil top erasers,2,packs
1 box of thin tip Crayola markers,thin tip Crayola markers,1,box
kers
3 red pens,pens,3,red
2 highlighters,highlighters,2,
2 black Sharpie markers,Sharpie markers,2,black
1 pair of scissors I;Fiskars pointed),scissors pointed,1,pair
8 glue sticks •,glue sticks,8,
1 bottle Elmer's glue (4 oz.),Elmer glue,1,bottle
2 erasers (Magic Rub),erasers,2,
1 ruler (inches and centimeters) to keep at home,ruler keep home,1,
3 folders ;plastic bottom pocket) -separate colors,separate colors,Multiple,
1 box of Crayola colored pencils,Crayola colored pencils,1,box
3 black and white marble notebooks,and marble notebooks,3,"black,white"
2 boxes of tissues,tissues,2,boxes
1 package of baby wipes,baby wipes,1,package
1 pair of headphones or 2 sets ear buds,headphones ear buds,1,"pair,sets"
"1 sr;iall ,package of toots picks",package toots picks,1,
1 package oiz 1313e c eaners
"1 5 oz. container o"" ' ay -c oh Itany co' orb►",ounce orb,1,container
1 back o1' cre: slicks 4 inches,back slicks inches,1,
