Input,Product,Quantity,Tags
fiefltary School
Supply List
:indergarten
4 Boxes of 24 ct crayons,crayons,4,"Boxes,ct"
I- 3 Packages of 12 ct pencils,pencils,Multiple,"Packages,ct"
2 Packages of multicolored construction paper,multicolored construction paper,2,Packages
1 Box 1 gallon Ziploc bags,Ziploc bags,1,"Box,gallon"
1 Box sandwich Ziploc bags 1 Bottle of White liquid glue (Elmer's),sandwich Ziploc bags liquid glue,1,"Box,Bottle,White"
4 Glee stick packs --(2 pack),Glee stick pack,4,packs
1 4 Handwriting Tablets D'Nealian,Handwriting Tablets,1,
1 1 1 Package of manila paper,manila paper,1,Package
1 1 3 Plastic pocket folders,Plastic pocket folders,1,
1 1 4 Box of tissue,tissue,1,Box
I 1 1 Package of 4 ct play dough,play dough,1,"Package,ct"
1 1 4 Boxes of thick point dry erase markers,thick point dry erase markers,1,Boxes
i 1 1 Box of washable markers 8 ct,washable markers,8,"Box,ct"
1 1 1 Box of wooden craft sticks,wooden craft sticks,1,Box
1 1 4 Primary Journals (Early Creative Story,Primary Journals,1,
Tablet K-2),Tablet,2,
1 Pair of scissors (round tip for kids),scissors,1,Pair
1 Set of Head Phones,Head Phones,1,Set
2 Big Hand Sanitizers,Big Hand Sanitizers,2,
