Input,Product,Quantity,Tags
•••oo Sprint LTE 12:14 PM 1 ` 85%1 10,Sprint,10,
Inpox (21)
Grade 5
"1 Ea Elmer's Glue, School, Elmer's",Elmer Glue Elmer,1,Ea
"Washable, 4 oz., White",Washable ounce,1,White
"2 Ea Staples Composition Book, Marble",Staples Composition Book Marble,2,Ea
"Cover, WR, 100 Sheets, BLK"
"1 Pk Staples Notebooks, Spiral, 3Pk,",Pack Staples Notebooks Spiral,1,Pk
"WR, 70Ct, Blue/Red/Grn",Blue Red,1,
"2 Pk Staples Filler Paper, Wide Rule,",Pack Staples Filler Paper Wide Rule,2,Pk
"10.5"" x 8"", 120/Pk",120,10,"5"""
"3 Dz Dixon Pencils, #2, Ticonderoga,",Dixon Pencils Ticonderoga,3Dozen,
"Sharpened, Dz.",Sharpened Dozen,1,
"1 Pr Westcott Scissors, 7"", Pointed Tip,",Pair Scissors Pointed Tip,1,"7"""
"Latex Free, Asst."
"1 Ea C -Line Folder, Poly, 2 Pocket,",Line Folder Pocket,1,Ea
"w/Prong, Asst.",Prong Asst,1,
"1 Ea SchoolKidz Pencil Case, Fabric, 3 -",Pencil Case Fabric,1,Ea
"Hole w/Grommets, 10""x 6"", Asst."
"1 Ea Staples Notebook, 3 Sub, CR,",Staples Notebook Sub,1,Ea
"Perf, Poly, w/6 Pockets, 150 Ct., Asst."
"1 Ea Bonus Items Free ""Money From",Bonus Free Money F,1,Ea
"Home"" Envelopes & Student ID Labels",Home Envelopes Labels,Multiple,
ii a
