Input,Product,Quantity,Tags
6 Grade
•
pkg  felt,felt,1,pkg
• markers,markers,Multiple,
12 No. 2 Pencils,Pencils,12,
• 2 pink eras .,eras,2,pink
J
• 2 glue sticks \,glue sticks,2,
• 1 b#e-•
"• 1 pkg blue, black, and red pens",package blue black and pens,1,"pkg,red"
• is calculator,calculator,1,
• 1 pencil sharpener N,pencil sharpener,1,
1 ruler,ruler,1,
•-t-';1•'• i�•
folders,folders,Multiple,
• 1 pair of scissors,scissors,1,pair
• 1 pencil case,pencil case,1,
• 2 pkg lined notebook paper,package lined notebook paper,2,pkg
er
•
1 pkg subject dividers,package subject dividers,1,pkg
• 3 highlighters,highlighters,3,
