Input,Product,Quantity,Tags
We are very excited about the opportunity to et to
pp Y �
forward to a happy and productive 2017-2018 scho
"As your child enters the first grade, he/she will neec"
a successful and productive school year.,successful and productive year,1,
• 1 box of #2 pencils sharpened,pencils sharpened,1,box
• 2 boxes of tissues ` f,tissues,2,boxes
• 2 boxes of baby wipes,baby wipes,2,boxes
• 2 folders,folders,2,
• 1 bottle of hand sanitizer,hand sanitizer,1,bottle
• 3 black and white composition notebooks,and composition notebooks,3,"black,white"
• 1 box of crayons (use at home),crayons,1,box
• 4 erasers(,erasers,4,
"• 4 glue sticks,/",glue sticks,4,
• 1 roll of Bounty paper towel,Bounty paper towel,1,roll
• 2 packs of white copy paper,pack copy paper,2,"packs,white"
• 1 pack of colored pencils,colored pencils,1,pack
IX s
Kati,Kati,Multiple,
•
;Ite
A.
