Input,Product,Quantity,Tags
2017-2018 NHCS Middle School,Middle,2017,
Supply List
i-inch binders (2) (for core classes),inch binders,2,
�n
2 Subject Notebook (5 -Star or equivalent brand),Subject Notebook,2,
1 Spiral Single Subject Subect Notebook (for Bible notes) 1 Bible Journal (not Bible notebook),Spiral Single Subject Notebook,1,
1 pocket folder,pocket folder,1,
Number 2 pencils,Number pencils,Multiple,
Large pink erasers,Large erasers,Multiple,pink
1 package Red Pens,Pens,1,"package,Red"
1 package Blue or Black ink pens,ink pens,1,"package,Blue,Black"
Loose-leaf Paper- College Ruled,Loose leaf Paper College Ruled,1,
16 tab dividers (8 per binder),tab dividers,16,
1 Package of Colored Pencils,Colored Pencils,1,Package
3 Highlighters (different colors),Highlighters,3,
1 Ruler with inches and centimeters,Ruler,1,
1 Protractor,Protractor,1,
"1 pack 114"" Graph Paper",Graph Paper,1,"114"",pack"
1 zippered pencil pouch,zippered pencil pouch,1,
"3 package of 100 3x5 lined notecards (for History, Bible, and Language Arts",100 lined,3,"3x5,package"
"1 Flash drive, 4 GB or greater",Flash drive greater,1,
"Dictionary, Spanish to English (Spanish students only)",Dictionary Spanish English,1,
English Standard Version Bible,English Standard Version Bible,1,
Middle School Latin:,Middle Latin,1,
"1 _'_rinn hind r (1 ""1",hind,1,
