Input,Product,Quantity,Tags
Grandview Elz--_t_ntzwy
Ktnddergartandupply UAL -
2017 - 2018
2 pWte folded wtk pockets,folded pockets,2,
2 block 6 white PRIMARY co mpoateo notebooks,block PRIMARY notebooks,2,white
"!LARGE back pock (no ,wheels please)"
2 small bottles of Ebner s glee,small glee,2,bottles
6 large glue stw:ks (elute ***am),large glue,6,
"1 box o/ �. _,.'s r,<.:_ Penedo"
1 Kassa- (rounded hp) 'Olson bead,Olson bead,1,
2 boxes of tires,tires,2,boxes
1 box of 24 count Corp*. crayon,Corp crayon,1,box
1 Poclega of colored pencils,colored pencils,1,
1 dockage of bock Expo dry no. norken,bock Expo dry,1,
t package of color Expo dry erase porkers,color Expo dry erase porkers,1,package
1 gallon size Z.poc togs (toys),size togs,1,gallon
1 sandwich sue Zipoc bogs (grie),sandwich sue bogs,1,
1 package of melee cords,cords,1,package
' chows of defiles - Weeded Y o lilies beg,chows defiles Weeded lilies beg,Multiple,
bane of the ' •
"Fondly, K(ndergartarvT_-- -"
