Input,Product,Quantity,Tags
OF KFAITK)A
OBAREEn
PINK BE VEt ERASER itATE%FREE
CRAYOCA CRAYONS ?ACi,CRAYONS,Multiple,
"et OF Ft AV, DUTY PLASTIC POCKET FOEDFR",DUTY PLASTIC POCKET,1,
FEAR R 5 401 SC ”001,FEAR 401,001,
AVERY PERMANENT VAIITT CA IIF !.TK. 1,AVERY PERMANENT,1,
35 FBA E D *FBI TF INDEX CARDS ' %C -,FBI INDEX CARDS,35,
f AN ): t l AN OF%NV & ACA F INE ROW MARKER,ROW MARKER,1,
]'SA: S&.h RARER F COMP &AFAR BOAR ' Ad;,RARER COMP AFAR BOAR,1,
^ RA•'AA WASHABLE '.VATE FESCL SOS,WASHABLE SOS,1,
CRAYO1 A WASH 'HICK CLASSIC MARKS RS BC,WASH HICK CLASSIC MARKS,Multiple,
P032 DI%ON I COMM RO(A PRE SHARPE_ HE D PE NCk,COMM,1,
l%) YELLOW P051 Il MOTES 1 510 RAE,MOTES 510 RAE,Multiple,YELLOW
PIASIK. SC11O01 BOA B 5 A 5:5%75,BOA,75,
FISKARS 5' BE 061 SCISSORS,061 SCISSORS,Multiple,
"STUART IAIMIS 52W DI* Cl 70500301 ,BulK"
•
