Input,Product,Quantity,Tags
C X GIDEON NORTON'S Horne P,GIDEON NORTON Horne,1,
Ben and Holly's little kin•g•do
Kindergarten-Student-3u.pp: X : -�-
lool.com List -201'-1,20,1,
off the school year:
• Backpack - Must be large enough to hold their lunch box
folder,folder,1,
• Pencil case - Sara's and ArieUe's class only. We provide 1
"supplies for it, It needs to be Large enough to fit a box of"
"crayons, pencil, eraser, etc. Target Dollar Stare, and Sta R I"
usually have a plastic pencil box around
Extra clothes in LABELED zip oc yats,Extra clothes LABELED zip,Multiple,
"th rvil��l( a ,"
i! nchbox
The school wilt provide a communic't We for your cl
"that they wilt bring back sand forth to school, every day."
"Allergies-- if your chi 41 has any allergies, please let us knon"
away as all their forms are not in files yet. We need to be
"of any special needs now, so that no problems will be"
encountered. Please email us at.,encountered Please email,1,
Search,Search,1,
